"Pair","Session","Fribble_nr","Name_a","Name_b","labels_a","labels_b","snautdist_a","snautdist_b","avg_dist"
"123124","pre","4","nespresso cupje bovenop","twee balkjes rechts","nespresso cupje bovenop : kip","twee balkjes rechts : kip",0.515188,0.629406,0.572297
"123124","pre","5","compact rechthoekje bovenop","ober balk cilindertje","compact rechthoekje bovenop : wall-e","ober balk cilindertje : wall-e robot",0.671339,0.566723,0.619031
"123124","pre","6","neus met piercing","gieter hoofd","neus met piercing : neus met piercing","gieter hoofd : neus met piercing",0,0.349723,0.1748615
"123124","pre","7","plank hoog","hoog ophang schapje links","plank hoog : schap met bakje","hoog ophang schapje links : schapje met bakje",0.46388,0.283336,0.373608
"123124","pre","8","pinokkio gek hoedje","twee gebogen balkjes","pinokkio gek hoedje : karate kid","twee gebogen balkjes : karate kid",0.504963,0.741333,0.623148
"123124","pre","9","ronde deksel achterop","pinokkio cilinder links","ronde deksel achterop : pinokkio met plukje","pinokkio cilinder links : pinokkio met cirkel",0.358173,0.219252,0.2887125
"123124","pre","10","hamer","paaltje links rechts","hamer : hamer met standaard","paaltje links rechts : hamer vierkant plateau",0.234012,0.366727,0.3003695
"123124","pre","11","neus zonder piercing","cirkel omgekeerde kegel","neus zonder piercing : neus zonder piercing","cirkel omgekeerde kegel : neus zonder piercing",0,0.515973,0.2579865
"123124","pre","12","spijker in hendel","lippen schapje kegel","spijker in hendel : eiffeltoren serveerster","lippen schapje kegel : eiffeltoren spijker",0.491,0.381712,0.436356
"123124","pre","13","op grote snijplank","diamantjes beide kanten","op grote snijplank : pippi langkous","diamantjes beide kanten : pippi langkous",0.674198,0.624018,0.649108
"123124","pre","14","ei bovenop kopje","bol boven","ei bovenop kopje : omhelzing","bol boven : omhelzing",0.592247,0.581734,0.5869905
"123124","pre","15","plank door kopje","twee cilinders boven","plank door kopje : olifant met arm","twee cilinders boven : olifant met arm",0.348055,0.463982,0.4060185
"123124","pre","16","steekt overal uit","knuppel boven rechts","steekt overal uit : twee hendels","knuppel boven rechts : joystick",0.447065,0.52453,0.4857975
"125126","pre","1","hoofd met verrekijker","vierkant aan voorzijde","hoofd met verrekijker : antenne en verrekijker","vierkant aan voorzijde : robot antenne met kubus verrekijker",0.168216,0.401655,0.2849355
"125126","pre","2","driehoek bovenop","holle driehoek bovenop","driehoek bovenop : holle driehoek bovenop","holle driehoek bovenop : holle driehoek bovenop",0.0600479,0,0.03002395
"125126","pre","3","opstaand juichend poppetje","trofee op driehoek","opstaand juichend poppetje : trofee","trofee op driehoek : trofee op driehoek",0.588316,5.96046e-08,0.2941580298023
"125126","pre","4","platte vogel","uitkomst teken som rechterzijde","platte vogel : vogel","uitkomst teken som rechterzijde : oplossings teken lijkt vogeltje",0.173213,0.325268,0.2492405
"125126","pre","5","halve kegel links","rechthoek bovenop beker","halve kegel links : rechthoek bovenop","rechthoek bovenop beker : lange zijde balk",0.267239,0.313715,0.290477
"125126","pre","6","propellor met schijfje","hendel bal schijf","propellor met schijfje : ernie met piercing","hendel bal schijf : neus met piercing",0.346894,0.404816,0.375855
"125126","pre","7","bakje op mok houder","tafelblad twee poten","bakje op mok houder : tafeltje met bakje","tafelblad twee poten : tafel met bakje",0.179963,0.274076,0.2270195
"125126","pre","8","pinokkio neus schuinrechts","staaf doorboort vierkant","pinokkio neus schuinrechts : stoeptegel in achterhoofd","staaf doorboort vierkant : dubbele stoeptegel bovenkant",0.353702,0.227744,0.290723
"125126","pre","9","cocktail met citroen schijfje","toilet op ovaal","cocktail met citroen schijfje : cocktail of wc","toilet op ovaal : cocktailglas half citroentje",0.260613,0.405668,0.3331405
"125126","pre","10","bol einde armen","pilaren weerszijden vierkant","bol einde armen : amsterdamse paaltjes","pilaren weerszijden vierkant : verkeerspalen amsterdam zijkanten",0.497397,0.274898,0.3861475
"125126","pre","11","bolle neus ernie","rechthoek pion bovenop","bolle neus ernie : ernie zijkant toblerone","rechthoek pion bovenop : ernie met driehoek",0.15283,0.299667,0.2262485
"125126","pre","12","serveerder dienblad rechts","uitsteeksel holle cirkel","serveerder dienblad rechts : dienblad","uitsteeksel holle cirkel : dienblad met nagel",0.196408,0.371786,0.284097
"125126","pre","13","platte circle neus","vierkante ondergrond beker","platte circle neus : mok bovenop vierkant","vierkante ondergrond beker : vierkant diamant strook zijkanten",0.333687,0.29122,0.3124535
"125126","pre","14","balletje bovenop mok","bal bovenop","balletje bovenop mok : bolletje bovenop","bal bovenop : balletje rechte balk",0.130801,0.2803,0.2055505
"125126","pre","15","vierkante tutu ballet","vierkant halverwege beker","vierkante tutu ballet : vierkante tutu slurfje","vierkant halverwege beker : tutu met slurf",0.154269,0.431266,0.2927675
"125126","pre","16","ouderwetse theepot","ovaal bovenop links","ouderwetse theepot : uitklappende kubussen rechterkant","ovaal bovenop links : slurf met kubussen",0.432901,0.356385,0.394643
"127128","pre","1","twee linker antennes","onweer en spijker","twee linker antennes : robot","onweer en spijker : robot",0.69687,0.618303,0.6575865
"127128","pre","2","bovenop puntige driehoek","angrybirds hanekam","bovenop puntige driehoek : puntige driehoek bovenop","angrybirds hanekam : piramide uitlopend blok",0,0.493605,0.2468025
"127128","pre","3","meest langwerpig","twister lange sokkel","meest langwerpig : voetbaltrofee","twister lange sokkel : voetbal trofee",0.700838,0.550766,0.625802
"127128","pre","4","twee balkjes rechts","stekker met trapezium","twee balkjes rechts : stompe driehoek","stekker met trapezium : stekker",0.266462,0.232845,0.2496535
"127128","pre","5","meest compact","hamer en drukknop","meest compact : meest compact","hamer en drukknop : hamer balk bovenop",0,0.252508,0.126254
"127128","pre","6","bal midden voorkant","neusbot ei veer","bal midden voorkant : indiaan","neusbot ei veer : indiaan veer neusbot",0.550508,0.144794,0.347651
"127128","pre","7","opgetild bakje","weegschaal wipwap bankje","opgetild bakje : tafeltje met salade bakje","weegschaal wipwap bankje : picknick tafel salade bak",0.212828,0.337637,0.2752325
"127128","pre","8","doorboorde ruit bovenop","uitsteken naar buiten","doorboorde ruit bovenop : doorboorde ruit bovenop","uitsteken naar buiten : complexe figuur",1.19209e-07,0.601831,0.3009155596045
"127128","pre","9","achterkant veertje rechtsboven","sokkel met lepel","achterkant veertje rechtsboven : spaarpot","sokkel met lepel : spaarpot met lepel",0.534793,0.129403,0.332098
"127128","pre","10","lijkt op spagaat","zonnepaneel doorboring staaf","lijkt op spagaat : spagaat","zonnepaneel doorboring staaf : kantelscherm twee staven",0.195357,0.292822,0.2440895
"127128","pre","11","ovale bol voorkant","zwevend ei lepel","ovale bol voorkant : ei liniaal lepel","zwevend ei lepel : zwevend ei lineaal",0.31306,0.100538,0.206799
"127128","pre","12","pilon omgekeerd links","bijtel en platform","pilon omgekeerd links : dienblad omgedraaide pilon","bijtel en platform : dienblad pylon",0.253197,0.506151,0.379674
"127128","pre","13","zes ruitjes totaal","pippi langkous plaat","zes ruitjes totaal : twee staartjes","pippi langkous plaat : pippi langkous",0.325696,0.0532982,0.1894971
"127128","pre","14","lange balk voorkant","ei doorboorde tak","lange balk voorkant : balk ervoor ei bovenop","ei doorboorde tak : zwevend ei balk",0.20513,0.305037,0.2550835
"127128","pre","15","vierkant rondom middel","platform door mok","vierkant rondom middel : glijbaan op platform","platform door mok : waterglijbaan platform",0.375555,0.397493,0.386524
"127128","pre","16","grote pluim bovenop","waterdruppels en onweer","grote pluim bovenop : twee grote lepels","waterdruppels en onweer : twee grootste lepels",0.351736,0.513635,0.4326855
"129130","pre","1","grote plaat rechtsvoor","vierkant rechts","grote plaat rechtsvoor : robot plat vierkant","vierkant rechts : de robot",0.341546,0.595707,0.4686265
"129130","pre","2","puntige driehoek bovenop","piramide bovenop","puntige driehoek bovenop : grootste driehoek bovenin","piramide bovenop : groot driehoek muilkorf",0.203735,0.409665,0.3067
"129130","pre","3","kubus rechts bovenop","twee vierkanten bovenop","kubus rechts bovenop : cocktail","twee vierkanten bovenop : de cocktail",0.635718,0.522047,0.5788825
"129130","pre","4","twee balken rechts","is rechts","twee balken rechts : vogeltje is teken","is rechts : is teken vogeltje",0.511706,0.297932,0.404819
"129130","pre","5","liggende balk bovenop","balkje horizontaal bovenop","liggende balk bovenop : meest compacte plaatje","balkje horizontaal bovenop : compact met vleugeltjes",0.436176,0.34701,0.391593
"129130","pre","6","appel steeltje naar linksboven","ovaal met balk","appel steeltje naar linksboven : ei met zuignap","ovaal met balk : ei balk zuignap",0.305369,0.220365,0.262867
"129130","pre","7","complex en breed","plank omgekeerde piramide","complex en breed : koffietafel appel steeltje poten","plank omgekeerde piramide : het bijzettafeltje",0.519157,0.45738,0.4882685
"129130","pre","8","veel uitsteeksels overal","ruit schroef bovenop","veel uitsteeksels overal : kraan","ruit schroef bovenop : de kraan",0.617956,0.280416,0.449186
"129130","pre","9","halve hockey puk linksboven","halve cirkel achterkant","halve hockey puk linksboven : halve cirkel linksboven","halve cirkel achterkant : halve cirkel balkje",0.188767,0.0717977,0.13028235
"129130","pre","10","lang handvat rechts","gieter vierkant achter","lang handvat rechts : gieter schuin vierkant","gieter vierkant achter : de gieter",0.174791,0.169861,0.172326
"129130","pre","11","liggend ei rechts","ovaal rechts","liggend ei rechts : kegel balk ei","ovaal rechts : ei omgekeerde kegel",0.248859,0.394306,0.3215825
"129130","pre","12","ronde tafel schijf rechts","horizontale cirkel rechts","ronde tafel schijf rechts : biertap tafeltje","horizontale cirkel rechts : biertap met tafeltje",0.355294,0.534999,0.4451465
"129130","pre","13","zes kleine diamantjes","bovenop een vierkant","zes kleine diamantjes : clown diamantjes","bovenop een vierkant : de clown",0.241399,0.468129,0.354764
"129130","pre","14","bal bovenop","bal bovenop","bal bovenop : ei balk armen","bal bovenop : ei balk boogjes",0.310679,0.37446,0.3425695
"129130","pre","15","twee","omringend vierkant halverwegen","twee : glijbaan vierkant plateau","omringend vierkant halverwegen : glijbaan plateau staafjes",0.631612,0.333913,0.4827625
"129130","pre","16","bovenop rechtopstaand ovaal","rechts blokken","bovenop rechtopstaand ovaal : moeilijkste bespreekbaar","rechts blokken : de moeilijke",0.774992,0.638256,0.706624
"131132","pre","1","verrekijker","twee torens links","verrekijker : dubbele verrekijker","twee torens links : twee verrekijker torens",0.154874,0.139283,0.1470785
"131132","pre","2","puntige feesthoed","punthoed","puntige feesthoed : piramide hoed op wieltjes","punthoed : punthoed piramide",0.268533,0.181436,0.2249845
"131132","pre","3","winnaars beker","gedraaide voet","winnaars beker : winnaars trofee","gedraaide voet : trofee",0.123776,0.623798,0.373787
"131132","pre","4","vogel met snavel","is teken armpje","vogel met snavel : vogel","is teken armpje : vogeltje is teken",0.121444,0.119649,0.1205465
"131132","pre","5","balk op bovenkant","rechthoekige hanenkam","balk op bovenkant : rechthoekige hanenkam","rechthoekige hanenkam : vierkante balk erop",0.383526,0.305628,0.344577
"131132","pre","6","langwerpig grote neuspiercing","bolletje houdt stang","langwerpig grote neuspiercing : neuspiercing","bolletje houdt stang : neuspiercing staaf",0.249409,0.276558,0.2629835
"131132","pre","7","tafeltje op hoogte","tafelpoten schuin trechter","tafeltje op hoogte : picknick tafel","tafelpoten schuin trechter : picknicktafel met trechter",0.334183,0.190568,0.2623755
"131132","pre","8","pinokkio met hoed","ruit erop gewichtheffer","pinokkio met hoed : twee ruitjes hoed","ruit erop gewichtheffer : ruitjes gewichtheffen",0.22808,0.261277,0.2446785
"131132","pre","9","hoekige cilinder neus","brede smalle voet","hoekige cilinder neus : pinokkio neus","brede smalle voet : pinocchio",0.343763,0.689028,0.5163955
"131132","pre","10","cilinder er doorheen","stang erdoorheen breed","cilinder er doorheen : korte lange armen","stang erdoorheen breed : staaf erdoorheen ongelijk",0.511655,0.277148,0.3944015
"131132","pre","11","spatel bakje met neus","twee verschillende roerstaafjes","spatel bakje met neus : lineaal en penceel","twee verschillende roerstaafjes : lineaal penseel staafjes",0.359253,0.405667,0.38246
"131132","pre","12","lichtinval dakraam","dienblad en pacman handvat","lichtinval dakraam : dienblad en dakraam","dienblad en pacman handvat : dienblad en dakraam",0.223574,0.286401,0.2549875
"131132","pre","13","lange oren","bodemplaat met horens","lange oren : pippi langkous oren","bodemplaat met horens : pippi langkous ribbels",0.465956,0.501045,0.4835005
"131132","pre","14","bal bovenop","balletje erop","bal bovenop : lange kromme armen","balletje erop : twee dunne armpjes",0.32916,0.386915,0.3580375
"131132","pre","15","ballerina rok","door vierkant plateau","ballerina rok : ballerina rok","door vierkant plateau : ballerina",1.19209e-07,0.617879,0.3089395596045
"131132","pre","16","olifant slurf achterkant","twee ovalen handvatten","olifant slurf achterkant : verrekijker","twee ovalen handvatten : twee ronde uitsteeksels",0.435539,0.247746,0.3416425
"133134","pre","1","plat vierkant paddestoel","robot telescoop ogen","plat vierkant paddestoel : paddestoel telescoop ogen","robot telescoop ogen : paddestoel twee telescopen",0.234857,0.218041,0.226449
"133134","pre","2","driehoek bovenop","feesthoed en kogel","driehoek bovenop : scherpe piramide bovenop","feesthoed en kogel : punthoed en kogel",0.184435,0.0946399,0.13953745
"133134","pre","3","gedraaid voetstuk wijnglas","wijnglas","gedraaid voetstuk wijnglas : wijnglas","wijnglas : wijnglas",0.167746,5.96046e-08,0.0838730298023
"133134","pre","4","rechts twee balkjes","afgekapt feesthoedje","rechts twee balkjes : twee streepjes rechts","afgekapt feesthoedje : afgekapt feesthoedje",0.0664263,1.19209e-07,0.0332132096045
"133134","pre","5","bovenop lange balk","raket met loopbrug","bovenop lange balk : lange balk bovenop","raket met loopbrug : raket met vleugels",-1.19209e-07,0.125244,0.0626219403955
"133134","pre","6","neuspiercing","spijker door neus","neuspiercing : neuspiercing","spijker door neus : stok door neus",1.78814e-07,0.064314,0.032157089407
"133134","pre","7","geknikte stok eromheen","afdakje","geknikte stok eromheen : tafel omgekeerde piramide","afdakje : tafel door kop",0.296651,0.442218,0.3694345
"133134","pre","8","gebogen stukje eronder","afvoerbuis aan onderkant","gebogen stukje eronder : krom uitsteeksel eronder","afvoerbuis aan onderkant : platte vierkanten boven",0.127906,0.333332,0.230619
"133134","pre","9","schijf tegen achterkant","cilinder bord lepel","schijf tegen achterkant : langwerpig afgerond voetstuk","cilinder bord lepel : lepel bord steelpan",0.469672,0.0985054,0.2840887
"133134","pre","10","schuin vierkant erachter","deegroller door kop","schuin vierkant erachter : armpjes bolletje uiteinde","deegroller door kop : deegroller",0.279233,0.138148,0.2086905
"133134","pre","11","ei neus en driehoek oor","neus en meetlat","ei neus en driehoek oor : feestneus twee haren","neus en meetlat : ronde neus steelpan",0.279958,0.291967,0.2859625
"133134","pre","12","horizontaal schijfje rechts","spijker door steel","horizontaal schijfje rechts : bleekselderij dienblad","spijker door steel : spijker door bleekselderij",0.42514,0.203084,0.314112
"133134","pre","13","horizontaal vierkant eronder","kop met vlechten","horizontaal vierkant eronder : vierkant horizontaal onderkant","kop met vlechten : kop met vlechten",0.038454,0,0.019227
"133134","pre","14","voorkant verticale balk","dunne armpjes","voorkant verticale balk : verticale balk voorzijde","dunne armpjes : dunne armen",0.0306538,0.0825738,0.0566138
"133134","pre","15","horizontaal vierkant doorheen","zwaaiend","horizontaal vierkant doorheen : horizontaal vierkant doorsnede","zwaaiend : plank door kop",0.0966627,0.444698,0.27068035
"133134","pre","16","twee omgekeerde kegels","uitsteeksels alle kanten","twee omgekeerde kegels : rechts gestapelde blokjes","uitsteeksels alle kanten : vier richtingen uitsteeksels",0.232551,0.166987,0.199769
"135136","pre","1","plat vierkant voorkant","voorin een vierkant","plat vierkant voorkant : paddenstoel bovenop","voorin een vierkant : paddenstoel",0.368527,0.612005,0.490266
"135136","pre","2","grote neus kuif","driehoek bovenop","grote neus kuif : breder wordend vierkant","driehoek bovenop : vierkant bovenop",0.400135,0.113923,0.257029
"135136","pre","3","gedraaid voetstuk","schroef driehoek onderin","gedraaid voetstuk : schroef driehoek onderkant","schroef driehoek onderin : schroef met voetstuk",0.307999,0.167239,0.237619
"135136","pre","4","twee latjes rechts","twee rechthoeken rechts","twee latjes rechts : twee balkjes links","twee rechthoeken rechts : twee streepjes rechts",0.1203,0.0787806,0.0995403
"135136","pre","5","compact balk bovenop","links half prisma","compact balk bovenop : balk en prisma's","links half prisma : balk bovenop",0.190321,0.44276,0.3165405
"135136","pre","6","draagt een stok","bol staaf schijf","draagt een stok : staaf door bol","bol staaf schijf : bolletje balk schijf",0.31572,0.218718,0.267219
"135136","pre","7","tafel met bakje","tafeltje bakje bovenin","tafel met bakje : tafel","tafeltje bakje bovenin : tafel",0.139384,0.233245,0.1863145
"135136","pre","8","een gebogen been","haakje onderin","een gebogen been : gebogen stukje onderaan","haakje onderin : kromme ding onderin",0.177375,0.203549,0.190462
"135136","pre","9","pan met lepel","omgekeerde kegel rechtsboven","pan met lepel : voetstuk halve cirkel","omgekeerde kegel rechtsboven : halve cirke",0.380508,0.463347,0.4219275
"135136","pre","10","armen met handjes","doorlopende staaf bol","armen met handjes : staaf er doorheen","doorlopende staaf bol : balken schuin vlak",0.355885,0.335624,0.3457545
"135136","pre","11","twee verschillende haar sprieten","bol rechthoek boven","twee verschillende haar sprieten : bol rechterkant","bol rechthoek boven : bol rechts",0.433578,0.129033,0.2813055
"135136","pre","12","spijker in linkerarm","omgekeerde pion linksboven","spijker in linkerarm : dienblad","omgekeerde pion linksboven : omgekeerde pion",0.478616,0.0888505,0.28373325
"135136","pre","13","vloer en oren","plateau onderin","vloer en oren : plaat onderaan","plateau onderin : onderste plank",0.369016,0.247391,0.3082035
"135136","pre","14","bal bovenop","bol bovenop","bal bovenop : balk vooraan bol","bol bovenop : bal bovenop",0.305165,0.145282,0.2252235
"135136","pre","15","draagt een rokje","twee streepjes boven","draagt een rokje : plaat midden","twee streepjes boven : plank iets hoger",0.508107,0.33619,0.4221485
"135136","pre","16","drie verschillende armen","kegel boven links","drie verschillende armen : kegel bovenop zijkant","kegel boven links : twee kegels",0.402476,0.336768,0.369622
"137138","pre","1","twee torens links","robot met antenne","twee torens links : twee torens links","robot met antenne : robot met antenne",2.38419e-07,5.96046e-08,1.490118e-07
"137138","pre","2","pyramide bovenop","gezicht hanenkam wielen","pyramide bovenop : pyramide bovenop","gezicht hanenkam wielen : piramide kogel links",1.19209e-07,0.370832,0.1854160596045
"137138","pre","3","staande voet trofee","voetstuk beker vlag","staande voet trofee : trofee","voetstuk beker vlag : trofee",0.25382,0.304098,0.278959
"137138","pre","4","twee rechthoeken rechts","spijker stopcontact hoed","twee rechthoeken rechts : onafgemaakte pyramide bovenop","spijker stopcontact hoed : stompe piramide spijker",0.395049,0.303841,0.349445
"137138","pre","5","geen enkele uitsteeksel","simpel weinig zichtbaar","geen enkele uitsteeksel : dun staafje voorkant","simpel weinig zichtbaar : rechthoek boven pennetje",0.366089,0.421166,0.3936275
"137138","pre","6","balk door balletje","arm met hamer","balk door balletje : hamertje","arm met hamer : hamer",0.28286,0.150501,0.2166805
"137138","pre","7","tafeltje met bakje","tafelblad potje zweven","tafeltje met bakje : ontbijt op bed","tafelblad potje zweven : ontbijttafel met schaal",0.357781,0.331517,0.344649
"137138","pre","8","voet klein blokje","kat staart onder","voet klein blokje : boven torens vierkant","kat staart onder : staart pootjes kop",0.316055,0.140315,0.228185
"137138","pre","9","rechtsboven soort druppel","kook steelpan","rechtsboven soort druppel : onafgemaakt plateau","kook steelpan : steelpan smal plateau",0.572463,0.271441,0.421952
"137138","pre","10","uitsteeksels ronde kop","ding dwars erdoorheen","uitsteeksels ronde kop : bolletjes uiteinde","ding dwars erdoorheen : doorborende staaf",0.226725,0.390837,0.308781
"137138","pre","11","balletje rechtsmidden","opberg mok met neus","balletje rechtsmidden : bolletje voorkant","opberg mok met neus : gereedschaps vaas met bol",0.332615,0.165575,0.249095
"137138","pre","12","omgedraaide pion","kop met bekerhouder","omgedraaide pion : pion linksboven","kop met bekerhouder : pion bekerhouder",0.139785,0.180386,0.1600855
"137138","pre","13","staat op plateau","plateau met kristallen","staat op plateau : enige op plateau","plateau met kristallen : drie kraaltjes",0.107049,0.358067,0.232558
"137138","pre","14","uitsteeksel handvat links","pedalen bal op","uitsteeksel handvat links : bol bovenop","pedalen bal op : bal bovenop pedalen",0.371308,0.0626587,0.21698335
"137138","pre","15","plateau in midden","zwaaiende olifant","plateau in midden : plateau in midden","zwaaiende olifant : zwaaiende olifant plateau",-1.19209e-07,0.0840971,0.0420484903955
"137138","pre","16","toren omgekeerd rechts","lange uitsteeksels","toren omgekeerd rechts : toren rechtsmidden","lange uitsteeksels : uitsteeksels omgekeerde toren",0.180524,0.184945,0.1827345
"141142","pre","1","vierkant gezicht","spijker en verrekijker","vierkant gezicht : vierkant er voor","spijker en verrekijker : spijker blokkentorens vierkant",0.269545,0.196466,0.2330055
"141142","pre","2","piramide bovenop","piramide op kopje","piramide bovenop : piramide verrekijker","piramide op kopje : piramide en verrekijker",0.248429,0.256325,0.252377
"141142","pre","3","twister been","wijnglas met blokjes","twister been : gedraaid been","wijnglas met blokjes : glas met blokjes",0.197615,0.0838507,0.14073285
"141142","pre","4","twee rechthoeken rechts","lampenkap op kopje","twee rechthoeken rechts : lampenkap twee rechthoeken","lampenkap op kopje : lampenkap en balkjes",0.169567,0.167469,0.168518
"141142","pre","5","lange rechthoek boven","langwerpig blok erop","lange rechthoek boven : balk boven op","langwerpig blok erop : balk en toblerone",0.260423,0.360306,0.3103645
"141142","pre","6","punaise door bol","balkje door neus","punaise door bol : balk door bol","balkje door neus : spijker door bol",0.147206,0.195913,0.1715595
"141142","pre","7","tafel voor zich","plank aan kopje","tafel voor zich : omgekeerde lampenkap dienblad","plank aan kopje : dienblad met lampenkap",0.484062,0.419916,0.451989
"141142","pre","8","gebogen been","ruit aan zijkant","gebogen been : strik boven op","ruit aan zijkant : strik",0.421741,0.387768,0.4047545
"141142","pre","9","pinokkio neus links","enkele uitstekende cilinder","pinokkio neus links : cirkel er achter","enkele uitstekende cilinder : cirkel aan zijkant",0.353659,0.382171,0.367915
"141142","pre","10","staven met bol","kopje overdwarse cilinder","staven met bol : springplank er achter","kopje overdwarse cilinder : springplank achter cilinders",0.47509,0.346979,0.4110345
"141142","pre","11","bol vooraan","kegel en blok","bol vooraan : bol twee kegels","kegel en blok : twee cilinder kopje",0.218071,0.317568,0.2678195
"141142","pre","12","grote spijker links","pylon aan linkerzijde","grote spijker links : gekantelde bank spijker","pylon aan linkerzijde : spijker in bank",0.250304,0.415664,0.332984
"141142","pre","13","cirkel voorop","kopje op onderzetter","cirkel voorop : diamantjes cirkel voorop","kopje op onderzetter : kopje met diamantjes",0.115192,0.180276,0.147734
"141142","pre","14","bol boven op","balletje op kopje","bol boven op : bol twee armpjes","balletje op kopje : balk voor mannetje",0.308059,0.388278,0.3481685
"141142","pre","15","twee kleine cilinders","vierkant door kopje","twee kleine cilinders : l vorm","vierkant door kopje : vierkant door kopje",0.495989,0,0.2479945
"141142","pre","16","twee deegroller handvaten","enkele kegel erop","twee deegroller handvaten : twee roer kegels","enkele kegel erop : scheepsroer",0.296838,0.45605,0.376444
"143144","pre","1","antenne twee moertjes","vierkant oor","antenne twee moertjes : robot","vierkant oor : de robot",0.569959,0.582843,0.576401
"143144","pre","2","feesthoed dikke neus","punt hoofd","feesthoed dikke neus : feesthoedje","punt hoofd : feesthoedje op wielen",0.180103,0.458171,0.319137
"143144","pre","3","lang met driehoek","draaikolk op standaard","lang met driehoek : torentje","draaikolk op standaard : het torentje",0.537856,0.436705,0.4872805
"143144","pre","4","afgestompt hoedje","vogeltje met snavel","afgestompt hoedje : vogeltje","vogeltje met snavel : twitter vogel",0.396739,0.295791,0.346265
"143144","pre","5","rechthoek hoed","leraar met stokje","rechthoek hoed : wijze uil","leraar met stokje : het uiltje",0.404197,0.428922,0.4165595
"143144","pre","6","neuspiercing","piercing door neus","neuspiercing : neuspiercing","piercing door neus : neus piercing",1.78814e-07,0.0580065,0.029003339407
"143144","pre","7","jachtgeweer","ober die serveert","jachtgeweer : dienblad","ober die serveert : mijn serveerder",0.455765,0.429888,0.4428265
"143144","pre","8","lange neus hoedje","pinokkio met arm","lange neus hoedje : pinokkio hanenkam","pinokkio met arm : pinokkio met hanekam",0.317854,0.149816,0.233835
"143144","pre","9","mok met lepel","pinokkio zonder arm","mok met lepel : gewone koffiekopje","pinokkio zonder arm : het gewone kopje",0.345813,0.409128,0.3774705
"143144","pre","10","afdakje","stompe handvatten","afdakje : afdakje","stompe handvatten : het afdakje",0,0.426058,0.213029
"143144","pre","11","ronde neus","rond neus","ronde neus : dikke neus","rond neus : dikke neus",0.201383,0.175676,0.1885295
"143144","pre","12","toeter op neus","spijker arm","toeter op neus : spijker in arm","spijker arm : jouw serveerder",0.31331,0.620067,0.4666885
"143144","pre","13","dienblad","gekke professor","dienblad : gehoorbescherming","gekke professor : de professor",0.741219,0.15746,0.4493395
"143144","pre","14","waterleiding","olifantenslurf met armen","waterleiding : boiler","olifantenslurf met armen : de waterleiding",0.341526,0.528229,0.4348775
"143144","pre","15","glijbaan neus","zwembandje om middel","glijbaan neus : glijbaan","zwembandje om middel : glijbaan met band",0.127407,0.439745,0.283576
"143144","pre","16","kegel neus","twee roerstaven","kegel neus : rare armpjes","twee roerstaven : minecraft hand",0.407053,0.469864,0.4384585
"145146","pre","1","schoorsteen plaat schroeven","twee blokjes balken","schoorsteen plaat schroeven : schoorsteentje vierkant blokken","twee blokjes balken : vierkant met schoorsteen",0.292082,0.278113,0.2850975
"145146","pre","2","complex driehoek raketje","driehoek zijaanzicht gezicht","complex driehoek raketje : driehoek raketje rondje","driehoek zijaanzicht gezicht : driekhoek met bolletje",0.134827,0.334714,0.2347705
"145146","pre","3","statief vierkant helix","gedraaide schroef onderaan","statief vierkant helix : helix kubus driehoek","gedraaide schroef onderaan : helix",0.196156,0.589163,0.3926595
"145146","pre","4","is teken haakje trapezium","zijaanzicht vogel","is teken haakje trapezium : trapezium is teken boogje","zijaanzicht vogel : kip",0.0738397,0.55393,0.31388485
"145146","pre","5","compact rechthoek op veger","compact met schuif bak","compact rechthoek op veger : op veger megafoon rechthoek","compact met schuif bak : zuiger",0.103008,0.401352,0.25218
"145146","pre","6","ei basketbalpaal uitsteekseltje","neus doorboord","ei basketbalpaal uitsteekseltje : pluimpje ei neus basketbalpaal","neus doorboord : balk door neus",0.0988365,0.224962,0.16189925
"145146","pre","7","bankje haakje bakje","plateau met bakje","bankje haakje bakje : bankje bakje uitsteekseltje","plateau met bakje : bankje",0.049504,0.346851,0.1981775
"145146","pre","8","ruiten schroeven uitsteeksels","balk door ruit","ruiten schroeven uitsteeksels : ruit uisteeksels blokjes","balk door ruit : ruit met balk",0.231383,0.0542926,0.1428378
"145146","pre","9","lepeltje rond plateau","zijaanzicht pinokkio gezicht","lepeltje rond plateau : half rondje kegeltje","zijaanzicht pinokkio gezicht : halve cirkel gezicht",0.262595,0.279337,0.270966
"145146","pre","10","zonnepaneel lange staaf","buis zonder plateau","zonnepaneel lange staaf : gaspedaal balk lang","buis zonder plateau : gaspedaal",0.34648,0.532054,0.439267
"145146","pre","11","vulpen ei staafjes","hoofd met voelsprieten","vulpen ei staafjes : vulpen ei neus uitsteeksels","hoofd met voelsprieten : hoofd met vulpen",0.124134,0.240598,0.182366
"145146","pre","12","eiffeltoren rond plateau","horizontaal platte cirkel","eiffeltoren rond plateau : eiffeltoren rond plateau","horizontaal platte cirkel : eifeltoren",0,0.640878,0.320439
"145146","pre","13","kom bolletjes haakjes","ondergrond met object","kom bolletjes haakjes : vierkant plateau bolletjes","ondergrond met object : bolletjes op vierkant",0.266193,0.342797,0.304495
"145146","pre","14","ei symmetrisch verhoging","bol op theekop","ei symmetrisch verhoging : ei hoofd gespreide armen","bol op theekop : ei hoofd mannetje",0.265913,0.38355,0.3247315
