"Pair","Session","Fribble_nr","Name_a","Name_b","labels_a","labels_b","snautdist_a","snautdist_b","avg_dist"
"033034","pre","2","hoedje en onderstel","onverklaarbare uitstulpingen alle zijden","hoedje en onderstel : potlood open kegel","onverklaarbare uitstulpingen alle zijden : holle kegel potloodpunt",0.386372,0.338306,0.362339
"033034","pre","3","kelk lang beker","kubussen erop driehoek eronder","kelk lang beker : kelk","kubussen erop driehoek eronder : kelk driehoek voet",0.145855,0.266564,0.2062095
"033034","pre","4","vogelbekdier staartje hoeje","is aan zijkant","vogelbekdier staartje hoeje : perry het vogelbekdier","is aan zijkant : perry is teken",0.160593,0.355706,0.2581495
"033034","pre","5","ruimte chip boot balk","balk erop kraan ernaast","ruimte chip boot balk : koffiezetapparaat ruimteschip","balk erop kraan ernaast : koffieapparaat ruimteschip flapjes",0.412156,0.36944,0.390798
"033034","pre","6","lepel toeter","spijker door neus","lepel toeter : indiaan lepel toeter","spijker door neus : indiaan toeter neus",0.0626125,0.246208,0.15441025
"033034","pre","7","tafel bakje","tafel door kom","tafel bakje : tafel","tafel door kom : tafel met bakje",0.118207,0.228871,0.173539
"033034","pre","8","grijper ruit gewicht","zo'n katten klok","grijper ruit gewicht : grijper met ruit","zo'n katten klok : grijphand empire state ogen",0.100711,0.488083,0.294397
"033034","pre","9","pinokkio druppel cirkel","voetje cilinder schijf","pinokkio druppel cirkel : pinokkio neus cirkel lepel","voetje cilinder schijf : pinokkio voetje achterschijf",0.0833831,0.25471,0.16904655
"033034","pre","10","fiets hendels vierkant deksel","kom met piemels","fiets hendels vierkant deksel : piemels","kom met piemels : kom piemels deksel",0.662452,0.113842,0.388147
"033034","pre","11","vulpen bol neus","hoofd achtig compas naald op hoofd","vulpen bol neus : vulpen neus driehoek","hoofd achtig compas naald op hoofd : blokje vulpen bovenop",0.0678282,0.256428,0.1621281
"033034","pre","12","opwindbaar rond plateau","bijzettafeltje b eruit","opwindbaar rond plateau : toeter en plateau","bijzettafeltje b eruit : toeter kom plateau",0.166211,0.437355,0.301783
"033034","pre","13","plateau spiralen","plateau kom staartjes","plateau spiralen : spiralen bogen plateau","plateau kom staartjes : spirelli scooter achtig plateau",0.0430471,0.26085,0.15194855
"033034","pre","14","bal handvaten staaf","bal erop slangen eruit","bal handvaten staaf : fietsstuur balk bol","bal erop slangen eruit : kom knuffelt stok",0.273046,0.297929,0.2854875
"033034","pre","15","plateau staaf hendel","speeltoestel met schoorstenen","plateau staaf hendel : glijbaan plateau","speeltoestel met schoorstenen : glijbaan plaat halvewege",0.29167,0.244156,0.267913
"033034","pre","16","vier lange uitstulpsels","bowlingpin boven en links","vier lange uitstulpsels : kegels toren flubbertje","bowlingpin boven en links : bowlingpins slurf achterzijde",0.33287,0.372781,0.3528255
"035036","pre","1","groot vierkant voor","helikopter","groot vierkant voor : helikopter","helikopter : helikopter",0.64462,0,0.32231
"035036","pre","2","piramide bovenop","kabouter met puntmuts","piramide bovenop : piramide","kabouter met puntmuts : piramide of punthoed",0.129885,0.29739,0.2136375
"035036","pre","3","de trofee","urinoir gedraaide afvoer","de trofee : trofee","urinoir gedraaide afvoer : trofee",0.0812858,0.754821,0.4180534
"035036","pre","4","twee rechthoeken rechts","twee rechthoekige oren","twee rechthoeken rechts : twee rechthoeken rechts","twee rechthoekige oren : twee rechthoeken rechts",0,0.155563,0.0777815
"035036","pre","5","liggende staaf bovenop","gebouwtje op ijsberg","liggende staaf bovenop : saaie gebouw","gebouwtje op ijsberg : gebouw op berg",0.555093,0.249902,0.4024975
"035036","pre","6","paal door bolletje","neuspiercing en staart","paal door bolletje : neuspiercing","neuspiercing en staart : neuspiercing",0.415571,0.177243,0.296407
"035036","pre","7","diepe gootsteen","geweer langs hoofd","diepe gootsteen : geweer of gootsteen","geweer langs hoofd : geweer langs hoofd",0.241748,0,0.120874
"035036","pre","8","dansende pinokkio kop","stier van onderen","dansende pinokkio kop : pinokkio","stier van onderen : pinokkio danst",0.204927,0.552445,0.378686
"035036","pre","9","kopje op houdertje","waterkraan","kopje op houdertje : op houdertje","waterkraan : kop op houder",0.0834113,0.431356,0.25738365
"035036","pre","10","gieter","vliegtuig met zonnepaneel","gieter : gieter","vliegtuig met zonnepaneel : gieter",0,0.562039,0.2810195
"035036","pre","11","beslagkom met mixer","dartpijl in achterhoofd","beslagkom met mixer : dartpijl","dartpijl in achterhoofd : dartpijl in achterhoofd",0.502338,5.96046e-08,0.2511690298023
"035036","pre","12","omgekeerde pillon links","spijker in arm","omgekeerde pillon links : pillon","spijker in arm : omgekeerde pilon",0.273453,0.44502,0.3592365
"035036","pre","13","zes kralen","kop op tafel","zes kralen : kralen","kop op tafel : kralen op tafel",0.132773,0.1933,0.1630365
"035036","pre","14","bal bovenop","korfbal op korf","bal bovenop : bal bovenop","korfbal op korf : korfbal op korf",0,5.96046e-08,2.98023e-08
"035036","pre","15","minder diepe gootsteen","kop in tafelblad","minder diepe gootsteen : gootsteen hendel links","kop in tafelblad : ondiep door tafel",0.291029,0.252972,0.2720005
"035036","pre","16","twee uitstekende tampons","konijnenoren op onderzeeer","twee uitstekende tampons : tampons","konijnenoren op onderzeeer : twee tampons",0.29966,0.441007,0.3703335
"037038","pre","1","robot met antenne","blokjes armen","robot met antenne : geblokte armen antenne","blokjes armen : antenne en blokken",0.308254,0.403657,0.3559555
"037038","pre","2","poppetje met feestmuts","driehoekig hoofd","poppetje met feestmuts : mannetje met feestmuts","driehoekig hoofd : feestmuts",0.122042,0.576559,0.3493005
"037038","pre","3","een benig juichend poppetje","standbeeld op voet","een benig juichend poppetje : standbeeld op statief","standbeeld op voet : standbeeld",0.395405,0.19597,0.2956875
"037038","pre","4","zittend poppetje met stekels","vogel die vliegt","zittend poppetje met stekels : vogel met beentjes","vogel die vliegt : vogeltje",0.160535,0.349701,0.255118
"037038","pre","5","hoofd met hanenkam","blok op eiland","hoofd met hanenkam : recht balkje mouwtjes","blok op eiland : blok en mouwtje",0.318829,0.3133,0.3160645
"037038","pre","6","poppetje met ontstopper","appel","poppetje met ontstopper : appel met stamper","appel : appel met stampertje",0.306336,0.148668,0.227502
"037038","pre","7","etende kat aan tafel","dienblad met schaal","etende kat aan tafel : schuin bakje tafel","dienblad met schaal : dienblad",0.287173,0.157553,0.222363
"037038","pre","8","opspringende hond","antennes als oren","opspringende hond : springend hondje","antennes als oren : hondje",0.257037,0.541078,0.3990575
"037038","pre","9","steelpan met lepel","koffiekopje met wafel","steelpan met lepel : steelpannetje met lepel","koffiekopje met wafel : steelpan",0.04537,0.376347,0.2108585
"037038","pre","10","gieter met handvat","pin door kopje","gieter met handvat : balk door lichaam","pin door kopje : staaf en vierkant",0.410869,0.399787,0.405328
"037038","pre","11","ronde neus hoofd","grote ronde neus","ronde neus hoofd : schuine kegel rondje","grote ronde neus : kegel en balk",0.324043,0.358424,0.3412335
"037038","pre","12","spijker arm poppetje","vangrail en dienblad","spijker arm poppetje : spijker rails rondje","vangrail en dienblad : spijker in vangrail",0.233751,0.184812,0.2092815
"037038","pre","13","poppetje met vlechtjes","ketting","poppetje met vlechtjes : twee kralen armpjes","ketting : kraaltjes",0.182627,0.333635,0.258131
"037038","pre","14","een benig rond hoofdig poppetje","bol persoon","een benig rond hoofdig poppetje : cirkel armpjes balk","bol persoon : mens aan paal",0.258865,0.394379,0.326622
"037038","pre","15","dj langwerpige neus","pinokkio met ogen","dj langwerpige neus : langwerpige neus handje","pinokkio met ogen : lange neus",0.129892,0.342716,0.236304
"037038","pre","16","cactus plant met uitsteeksels","kaars met armen","cactus plant met uitsteeksels : cactus met uitsteeksels","kaars met armen : cactus",0.0457891,0.579038,0.31241355
"039040","pre","1","verrekijker met antenne","vierkant vlak rechts","verrekijker met antenne : twee verrekijkers","vierkant vlak rechts : verrekijkers",0.323605,0.677872,0.5007385
"039040","pre","2","driehoek bovenop","driehoek bovenop","driehoek bovenop : driehoek bovenop","driehoek bovenop : driehoek bovenop",0,0,0
"039040","pre","3","stromend waterstraaltje","twist driehoek onderkant","stromend waterstraaltje : twirl","twist driehoek onderkant : driehoekige voet",0.897031,0.251782,0.5744065
"039040","pre","4","stopcontact rechts","twee rechthoeken rechts","stopcontact rechts : stekker","twee rechthoeken rechts : stekker",0.24302,0.578248,0.410634
"039040","pre","5","mini glijbaan links","liggende balk bovenop","mini glijbaan links : nikszeggend balkje bovenop","liggende balk bovenop : nietszeggend balk bovenop",0.371127,0.101399,0.236263
"039040","pre","6","neuspiercing plukje haar","balk door ei","neuspiercing plukje haar : neuspiercing","balk door ei : neuspiercing",0.139122,0.544665,0.3418935
"039040","pre","7","stoel tafel bakje","trapezium op dienblad","stoel tafel bakje : tafeltje met soepkom","trapezium op dienblad : dienblad",0.104654,0.180806,0.14273
"039040","pre","8","uitsteeksel beneden rechts","staart onderkant","uitsteeksel beneden rechts : olifantje","staart onderkant : olifant",0.729986,0.429252,0.579619
"039040","pre","9","omgekeerde druppel ondersteuning","schijf achter bovenkant","omgekeerde druppel ondersteuning : stokje links staartje","schijf achter bovenkant : halve cirkel achterkant",0.404647,0.207795,0.306221
"039040","pre","10","uitsteeksels met bolletjes uiteinden","handvat links achter","uitsteeksels met bolletjes uiteinden : theekan","handvat links achter : theepot",0.400729,0.526325,0.463527
"039040","pre","11","bolletjes neus oor haartjes","ei midden rechts","bolletjes neus oor haartjes : neus twee antennes","ei midden rechts : rondje voor",0.197841,0.420058,0.3089495
"039040","pre","12","spijker rechts plateautje","horizontale schijf rechts","spijker rechts plateautje : plateau met trompet","horizontale schijf rechts : toeter",0.366852,0.496173,0.4315125
"039040","pre","13","kralenketting horizontaal","staat op rechthoek","kralenketting horizontaal : staartjes","staat op rechthoek : staartjes",0.567823,0.712567,0.640195
"039040","pre","14","mand eitjes pilaar","staande balk voorkant","mand eitjes pilaar : paal aan voorkant","staande balk voorkant : balk voorkant",0.386011,0.0467513,0.21638115
"039040","pre","15","links arm slurf","twee cilinders bovenop","links arm slurf : slurf plaat erdoorheen","twee cilinders bovenop : vlak door basisfiguur",0.210304,0.454138,0.332221
"039040","pre","16","enkele verrekijker","omgekeerde kegel bovenop","enkele verrekijker : een verrekijker","omgekeerde kegel bovenop : kegel boven zijkant",0.137424,0.138188,0.137806
"041042","pre","1","spion met verrekijker","groot vierkant aangeplakt","spion met verrekijker : spion","groot vierkant aangeplakt : vierkant voor",0.221979,0.21901,0.2204945
"041042","pre","2","misvormd puntig gezicht","een driehoek boven","misvormd puntig gezicht : vreemde vis","een driehoek boven : afgesneden piramide neus",0.487725,0.279479,0.383602
"041042","pre","3","juichend persoon","lange poot driehoek","juichend persoon : juichend persoon","lange poot driehoek : driehoek staander beneden",0,0.178298,0.089149
"041042","pre","4","angry bird vogel","twee balkjes rechts","angry bird vogel : angry bird","twee balkjes rechts : angry bird",0.0569702,0.680266,0.3686181
"041042","pre","5","stokstijf persoon","klein balkje schuin voor","stokstijf persoon : stokstijf persoon hanekam","klein balkje schuin voor : balkje in hand",0.073782,0.19648,0.135131
"041042","pre","6","gezicht met neuspiercing","beker gezicht met neusring","gezicht met neuspiercing : neuspiercing","beker gezicht met neusring : neuspiercing",0.17108,0.475968,0.323524
"041042","pre","7","kruiwagen met bakje","hoog tafeltje","kruiwagen met bakje : kruiwagen","hoog tafeltje : hoge kruiwagen",0.151453,0.376094,0.2637735
"041042","pre","8","robot op eenwieler","boven dubbel rechthoekig vierkant","robot op eenwieler : robot op eenwieler","boven dubbel rechthoekig vierkant : raampjes op hoofd",0,0.310769,0.1553845
"041042","pre","9","pinokkio toilet","uitstekende cirkel achter","pinokkio toilet : pinokkio","uitstekende cirkel achter : pinokkio links neus",0.284195,0.391638,0.3379165
"041042","pre","10","watergieter","gieter zonder handvat","watergieter : gieter","gieter zonder handvat : gieter",0.592081,0.203304,0.3976925
"041042","pre","11","clown ronde neus","grote ei neus","clown ronde neus : clown ronde neus","grote ei neus : ei neus voor",1.19209e-07,0.0755162,0.0377581596045
"041042","pre","12","drukpers met plankje","schuine cirkel voor","drukpers met plankje : drukpers met hendel","schuine cirkel voor : lange hendel linksboven",0.102279,0.251833,0.177056
"041042","pre","13","drilboor met handvaten","platte rond voor","drilboor met handvaten : pippi langkous","platte rond voor : pippi langkous staartjes",0.686202,0.747344,0.716773
"041042","pre","14","waterpomp met bal","lange balk voor","waterpomp met bal : waterpomp met bal","lange balk voor : open armen",0,0.453009,0.2265045
"041042","pre","15","stofzuiger door grond","slurf op vierkant","stofzuiger door grond : stofzuiger slurf","slurf op vierkant : slurf op vierkant",0.219411,-2.38419e-07,0.1097053807905
"041042","pre","16","stuurwiel van schepen","worm en vierkant","stuurwiel van schepen : pier in appel","worm en vierkant : wormpje achterkant pot",0.516616,0.253846,0.385231
"043044","pre","1","verrekijker","vierkant aan voorkant","verrekijker : verrekijker met paddestoel","vierkant aan voorkant : robot",0.219679,0.648283,0.433981
"043044","pre","2","feesthoedje","soort kegel bovenkant","feesthoedje : feesthoed met potloodpunt","soort kegel bovenkant : feesthoed met potlood",0.19188,0.345566,0.268723
"043044","pre","3","tulp op driehoek","vierkant bovenop","tulp op driehoek : tulp op driehoek","vierkant bovenop : tulp",0,0.555745,0.2778725
"043044","pre","4","f vorm","rechts twee balkjes","f vorm : f vorm","rechts twee balkjes : f",5.96046e-08,0.7115,0.3557500298023
"043044","pre","5","pinguin","rechthoek op bovenkant","pinguin : pinguin","rechthoek op bovenkant : vogel",-1.19209e-07,0.513332,0.2566659403955
"043044","pre","6","doorboorde neus","bol met rechthoek","doorboorde neus : doorboorde neus","bol met rechthoek : doorgeboorde neus",1.19209e-07,0.367879,0.1839395596045
"043044","pre","7","tafel met kom","tafeltje met schaaltje","tafel met kom : tafel met schaaltje","tafeltje met schaaltje : tafel met schaaltje",0.16071,0.0304725,0.09559125
"043044","pre","8","karate trap","dunne cilinder voorkant","karate trap : karate trap","dunne cilinder voorkant : pinokkio neus",-2.38419e-07,0.442335,0.2211673807905
"043044","pre","9","beker met citroen schijf","links cilinder","beker met citroen schijf : beker met citroen schijf","links cilinder : citroentje",2.38419e-07,0.639998,0.3199991192095
"043044","pre","10","armen en rugzak","staaf met bol","armen en rugzak : vliegtuig vleugels rugzak","staaf met bol : vleugels",0.213067,0.434454,0.3237605
"043044","pre","11","neus en vulpen","alleen bol voorkant","neus en vulpen : vulpen en neus","alleen bol voorkant : neus en pen",0,0.281218,0.140609
"043044","pre","12","rond dienblad","omgekeerde kleine pion","rond dienblad : omgekeerde pion","omgekeerde kleine pion : omgekeerde pion",0.58976,0.0673131,0.32853655
"043044","pre","13","gootsteen met ketting","vierkant als ondergrond","gootsteen met ketting : gootsteen met kraaltjes","vierkant als ondergrond : plateau met kraaltjes",0.0875916,0.335784,0.2116878
"043044","pre","14","armen en ei","bol op bovenkant","armen en ei : armen en ei","bol op bovenkant : ei met armpjes",0,0.304141,0.1520705
"043044","pre","15","doorgesneden pot","dikke cilinder voorkant","doorgesneden pot : doorboord snijplank slurf","dikke cilinder voorkant : slurf",0.231083,0.293023,0.262053
"043044","pre","16","propellor","twee ovaalvormige cillinders","propellor : propellor met staart","twee ovaalvormige cillinders : propellor",0.167716,0.410664,0.28919
"045046","pre","1","antenne en vierkant","vierkante plaat vooraan","antenne en vierkant : antenne vierkant voor","vierkante plaat vooraan : vierkante plaat voor",0.0427353,0.105756,0.07424565
"045046","pre","2","boven punt driehoek","driehoek bovenop","boven punt driehoek : raar blok driehoeks punt","driehoek bovenop : punt bovenop",0.205287,0.142957,0.174122
"045046","pre","3","scheve stengel wijnglas","wokkel en blokken","scheve stengel wijnglas : wijnglas","wokkel en blokken : wijnglas",0.219029,0.746769,0.482899
"045046","pre","4","hoedje twee balkjes","twee blokjes rechts","hoedje twee balkjes : deksel twee uitsteeksels","twee blokjes rechts : identieke blokjes rechts",0.215747,0.0444131,0.13008005
"045046","pre","5","vleugels vierkant bovenuit","paaltje en blokken","vleugels vierkant bovenuit : spaceship met huisje","paaltje en blokken : ruimteschip en gebouw",0.425349,0.369194,0.3972715
"045046","pre","6","pilaar door bolletje","heeft een ontstopper","pilaar door bolletje : neuspiercing","heeft een ontstopper : neus met piercing",0.514185,0.355726,0.4349555
"045046","pre","7","tafel door kopje","hoge tafel","tafel door kopje : tafel met kopje","hoge tafel : tafel met bakje",0.0654347,0.244573,0.15500385
"045046","pre","8","spijker door vierkant","wasbak met kraan","spijker door vierkant : wasbak doorgeprikt vierkant","wasbak met kraan : wasbak met kraan",0.241749,-2.38419e-07,0.1208743807905
"045046","pre","9","potlood door kopje","ronde schijf achter","potlood door kopje : potlood cirkel lepel","ronde schijf achter : ronde schijf achter",0.197749,0,0.0988745
"045046","pre","10","staaf door kopje","springplank achteraan","staaf door kopje : achterklep stangen","springplank achteraan : springplank achter",0.571646,0.0990995,0.33537275
"045046","pre","11","speer staaf neus","neus en antennes","speer staaf neus : geen piercing hoofd","neus en antennes : neus zonder piercing",0.288668,0.256804,0.272736
"045046","pre","12","spijker door arm","rond bijzettafeltje","spijker door arm : spijker bijtafel","rond bijzettafeltje : spijker en bijzettafel",0.207514,0.209671,0.2085925
"045046","pre","13","kopje op platform","staat op vierkant","kopje op platform : plaat circkel sprieten","staat op vierkant : plateau en sprieten",0.576224,0.42741,0.501817
"045046","pre","14","pilaar bol armpjes","bal bovenop","pilaar bol armpjes : poppetje met balk","bal bovenop : bal bovenop",0.293522,0,0.146761
"045046","pre","15","platform door kopje","glijbaan en haak","platform door kopje : middel platform glijbaan","glijbaan en haak : glijbaan en haak",0.263116,1.19209e-07,0.1315580596045
"045046","pre","16","plantenbak vierkante arm","ronde pijp achteruit","plantenbak vierkante arm : vierkanten twee stengels","ronde pijp achteruit : pijp achter",0.30494,0.220371,0.2626555
"047048","pre","1","groot vierkant voorkant","robot met antenna","groot vierkant voorkant : robot","robot met antenna : robot",0.654503,0.235375,0.444939
"047048","pre","2","feestmuts en wielen","driehoek op kop","feestmuts en wielen : feestmuts","driehoek op kop : feesthoedje",0.199724,0.370972,0.285348
"047048","pre","3","draaiend wijnglas","wijnglas","draaiend wijnglas : wijnglas","wijnglas : wijnglas",0.140459,5.96046e-08,0.0702295298023
"047048","pre","4","eend met uitlaat","is teken rechts","eend met uitlaat : is teken","is teken rechts : flappy bird is",0.525145,0.546507,0.535826
"047048","pre","5","liggende balk bovenop","neus vormige neus links","liggende balk bovenop : neus met balk","neus vormige neus links : neus met balk",0.160789,0.177694,0.1692415
"047048","pre","6","staaf door ei","lepel zuignap handvat","staaf door ei : zuignap","lepel zuignap handvat : zuignap",0.513825,0.170768,0.3422965
"047048","pre","7","halve tafel poten","twee potige tafel","halve tafel poten : bijzet tafel poten","twee potige tafel : tafel twee poten",0.142403,0.183092,0.1627475
"047048","pre","8","meeste balken uitsteeksels","ruit met handvaten","meeste balken uitsteeksels : kraan","ruit met handvaten : kraan",0.56735,0.432489,0.4999195
"047048","pre","9","ronde plaat achterkant","pinokkio","ronde plaat achterkant : pinokkio","pinokkio : pinokkio",0.693443,0,0.3467215
"047048","pre","10","lange korte vlaggenmast","niks aan voorkant","lange korte vlaggenmast : andere lengte uitsteeksels","niks aan voorkant : twee oneven handvaten",0.388244,0.43087,0.409557
"047048","pre","11","balken voorkant ei","lepel balvormig handvat","balken voorkant ei : theelepel ei neus","lepel balvormig handvat : zuignap zonder zuignap",0.287086,0.332009,0.3095475
"047048","pre","12","links uitstekende nier","spijker in handvat","links uitstekende nier : spijker bijzettafel","spijker in handvat : spijker bijzettafel",0.568525,0.275625,0.422075
"047048","pre","13","twee strengen vierkantjes","kop met schotel","twee strengen vierkantjes : drie vierkantjes","kop met schotel : vierkantjes met schotel",0.0691186,0.134462,0.1017903
"047048","pre","14","lange balk voorkant","bal kom balk","lange balk voorkant : fietsmand","bal kom balk : fietsmand met bal",0.523451,0.288291,0.405871
"047048","pre","15","olifanten slurf twee schoorstenen","kop door schotel","olifanten slurf twee schoorstenen : slurf vierkant doorheen","kop door schotel : slurf",0.184311,0.456884,0.3205975
"047048","pre","16","twee dichte parasols","twee deegroller handvaten","twee dichte parasols : deegrollers","twee deegroller handvaten : deegroller en minecraft",0.379566,0.165645,0.2726055
"049050","pre","1","vierkant ervoor","paddenstoeltje bovenop","vierkant ervoor : paddenstoel vorm bovenop","paddenstoeltje bovenop : paddenstoel",0.372124,0.392251,0.3821875
"049050","pre","2","puntige driehoek bovenop","puntige driehoek bovenop","puntige driehoek bovenop : scherpe driehoeks punt bovenop","puntige driehoek bovenop : puntig driehoek boven",0.152599,0.135402,0.1440005
"049050","pre","3","driehoekige gedraaide verhoging","langwerpig kubus driehoek","driehoekige gedraaide verhoging : gedraaide staaf onderaan","langwerpig kubus driehoek : spiraal mannetje",0.195694,0.366505,0.2810995
"049050","pre","4","twee strepen zijkant","afgevlakte driehoek bovenop","twee strepen zijkant : stompe punt bovenop","afgevlakte driehoek bovenop : vogel",0.263827,0.668168,0.4659975
"049050","pre","5","horizontale staaf bovenop","balk bovenop compact","horizontale staaf bovenop : horizontale balk bovenop","balk bovenop compact : andere vogel",0.148029,0.589232,0.3686305
"049050","pre","6","staaf door bolletje","staaf door bolletje","staaf door bolletje : staaf door bolletje","staaf door bolletje : bolletje staaf doorheen",-1.19209e-07,0.0632333,0.0316165903955
"049050","pre","7","horizontale plank ervoor","tafel twee pootjes","horizontale plank ervoor : horizontale plank ervoor","tafel twee pootjes : tafel twee pootjes",0,0,0
"049050","pre","8","ruit bovenop","haakjes zijkant onder","ruit bovenop : doorgestoken ruit bovenop","haakjes zijkant onder : diamant bovenkant",0.0982554,0.453886,0.2760707
"049050","pre","9","halve cirkel achterkant","verborgen cirkel achter","halve cirkel achterkant : half rondje erachter","verborgen cirkel achter : halve cirkel achter",0.338524,0.143452,0.240988
"049050","pre","10","zeshoekige staaf bolletjes","staaf door kopje","zeshoekige staaf bolletjes : ovaaltjes op staaf uiteinde","staaf door kopje : gieter",0.116368,0.529875,0.3231215
"049050","pre","11","kegel staaf bovenop","bol aan voorkant","kegel staaf bovenop : volledig balletje voorop","bol aan voorkant : omgekeerde kegel bovenkant",0.399968,0.278003,0.3389855
"049050","pre","12","horizontale cirkel schijf","rond plateautje zijkant","horizontale cirkel schijf : horizontale ronde schijf","rond plateautje zijkant : horizontaal rond plateau",0.0857174,0.216815,0.1512662
"049050","pre","13","diamant stengels zijkanten","op plateau staand","diamant stengels zijkanten : diamanten bovenop plaat","op plateau staand : plateau diamantjes",0.284417,0.318917,0.301667
"049050","pre","14","verticale langwerpige staaf","bol bovenop","verticale langwerpige staaf : verticale balk ervoor","bol bovenop : verticale vierkante staaf",0.265399,0.252926,0.2591625
"049050","pre","15","halverwege door vierkant","vierkant door midden","halverwege door vierkant : vierkant horizontaal doorheen","vierkant door midden : vierkant dwars midden",0.174929,0.0748609,0.12489495
"049050","pre","16","groeiend vierkant voorop","afgeronde staaf bovenop","groeiend vierkant voorop : groeiend vierkant zijkant","afgeronde staaf bovenop : twee pluimen",0.126673,0.347421,0.237047
"051052","pre","1","schoorsteen op kopje","twee vierkante schroeven","schoorsteen op kopje : kopje met schoorsteentje","twee vierkante schroeven : paddestoel twee schroeven",0.132255,0.165926,0.1490905
"051052","pre","2","punt bovenop kopje","grote driehoek bovenop","punt bovenop kopje : piramidedak en wijnflesje","grote driehoek bovenop : boven piramide wijnfles",0.307711,0.270107,0.288909
"051052","pre","3","driehoekig pootje","spiraal staart","driehoekig pootje : wijnglas","spiraal staart : wijnglas driehoek statief",0.587979,0.372621,0.4803
"051052","pre","4","rechts twee balkjes","trapezium bovenop","rechts twee balkjes : kluisdeur met deurklink","trapezium bovenop : deurklink halve driehoek",0.328565,0.29836,0.3134625
"051052","pre","5","balkje op kopje","horizontale balk bovenop","balkje op kopje : koffie tuitje en rechthoek","horizontale balk bovenop : koffie tuitje horizontale balk",0.241541,0.127962,0.1847515
"051052","pre","6","houder met zuignap","neuspiercing bolletje","houder met zuignap : beker met zuignap","neuspiercing bolletje : zuignap stokje",0.14224,0.280337,0.2112885
"051052","pre","7","steun balkjes rondom kopje","rekje met bakje","steun balkjes rondom kopje : kuipje bovenop balk","rekje met bakje : plankje met bakje",0.297558,0.035687,0.1666225
"051052","pre","8","tuitje onderaan kopje","schroef oren staart","tuitje onderaan kopje : tuitje aan onderkant","schroef oren staart : onderaan tuitje ruit",0.196788,0.256027,0.2264075
"051052","pre","9","achthoekig handvat links","rondje achter","achthoekig handvat links : ovale onderkant","rondje achter : ovale statief lepel",0.195817,0.464311,0.330064
"051052","pre","10","lange horizontale staaf","twee ronde schroeven","lange horizontale staaf : lange horizontale cilinder","twee ronde schroeven : twee ongelijke knoppen",0.110067,0.191991,0.151029
"051052","pre","11","punt staafje in kopje","pen balletje","punt staafje in kopje : twee verschillende roerstaafjes","pen balletje : pen rond balletje",0.385259,0.0537746,0.2195168
"051052","pre","12","spijker op handvat","spuit in arm","spijker op handvat : spijker en dienblaadje","spuit in arm : dienblad spijker arm",0.164039,0.23104,0.1975395
"051052","pre","13","ruitjes aan weerszijden","diamanten armen ondergrond","ruitjes aan weerszijden : zes diamantjes ondergrond","diamanten armen ondergrond : diamanten staartjes",0.300539,0.223631,0.262085
"051052","pre","14","rechthoekige poot rechts","verticale balk voorkant","rechthoekige poot rechts : waterpomp achtig met standaard","verticale balk voorkant : waterpomp",0.364128,0.583841,0.4739845
"051052","pre","15","vierkant snijdt kopje","plaat als rokje","vierkant snijdt kopje : glijbaan en armpje","plaat als rokje : armpje twee staafjes",0.356081,0.308143,0.332112
"051052","pre","16","drie verschillende handvaten","vier langwerpige armen","drie verschillende handvaten : drie handvaten","vier langwerpige armen : twee dezelfde armpjes",0.0492547,0.164095,0.10667485
"053054","pre","1","twee uitdijende kubussen","plat vierkant voorkant","twee uitdijende kubussen : paddenstoel bovenop","plat vierkant voorkant : paddestoel",0.460994,0.514425,0.4877095
"053054","pre","2","driehoek bovenop","feesthoedje bovenop","driehoek bovenop : driekhoek bovenop","feesthoedje bovenop : driehoek wolkje",0.109279,0.334999,0.222139
"053054","pre","3","wokkel onderaan","driehoek onderkant","wokkel onderaan : wokkel schroef","driehoek onderkant : schroef",0.216416,0.370934,0.293675
"053054","pre","4","twee uitstekende rechthoekjes rechts","rechts twee rechthoekjes","twee uitstekende rechthoekjes rechts : afgesneden piramide bovenop","rechts twee rechthoekjes : rechts twee rechthoekjes",0.289646,5.96046e-08,0.1448230298023
"053054","pre","5","liggende rechthoek bovenop","horizontale staaf bovenop","liggende rechthoek bovenop : lampenkap zijkant","horizontale staaf bovenop : lampenkap",0.348269,0.596976,0.4726225
"053054","pre","6","mini pluimpje linksboven","staaf door bol","mini pluimpje linksboven : bol staaf erdoorheen","staaf door bol : staaf door bol",0.415866,0,0.207933
"053054","pre","7","uitstekend tafeltje","vierhoek kubus ondersteboven","uitstekend tafeltje : tafeltje","vierhoek kubus ondersteboven : tafel",0.137975,0.482129,0.310052
"053054","pre","8","doorgestoken ruit bovenop","twee ruitjes boven","doorgestoken ruit bovenop : ruiten uitstulpende kubussen","twee ruitjes boven : twee ruitjes",0.297989,0.0631474,0.1805682
"053054","pre","9","gedeeltelijke cirkel achterkant","platte schijf achter","gedeeltelijke cirkel achterkant : keukenmachine","platte schijf achter : keukenmachine",0.738895,0.568879,0.653887
"053054","pre","10","achterzijde uitstekende klep","bolletjes aan steel","achterzijde uitstekende klep : zout potjes","bolletjes aan steel : zout potjes",0.68698,0.334241,0.5106105
"053054","pre","11","vier verschillende uitsteeksels","bol drie stekels","vier verschillende uitsteeksels : drie uitsteeksels en bol","bol drie stekels : bol drie stekels",0.0919394,0,0.0459697
