"director","target","File","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions","pair"
"A",14,"pair15.eaf",3,27,16,5,15,0.092122,0.216313,3,15
"A",14,"pair16.eaf",3,60,24,24,29,0.147632,0.218421,9,16
"A",14,"pair17.eaf",3,18,2,13,10,0,0.083104,1,17
"A",14,"pair18.eaf",3,12,2,0,11,0.167774,0.207878,4,18
"A",14,"pair20.eaf",3,23,7,16,8,0.154796,0.130795,1,20
"A",14,"pair21.eaf",3,23,4,6,2,0.151713,0,2,21
"A",14,"pair22.eaf",3,15,6,1,6,0.068666,0.053966,3,22
"A",14,"pair23.eaf",3,18,3,7,8,0.130712,0.045619,5,23
"A",14,"pair24.eaf",3,28,4,2,14,0.154395,0.076173,3,24
"A",10,"pair04.eaf",3,26,2,16,18,0.06954,0.060281,4,4
"A",10,"pair05.eaf",3,16,11,14,14,0.144672,0.125677,6,5
"A",10,"pair07.eaf",3,11,6,4,10,0.09232,0,2,7
"A",10,"pair08.eaf",3,14,28,7,13,0.078136,0.091545,8,8
"A",10,"pair09.eaf",3,25,5,6,14,0.151506,0.10274,3,9
"A",10,"pair10.eaf",3,24,6,21,15,0.091089,0.162094,3,10
"A",10,"pair11.eaf",3,17,6,6,0,0.17814,0,5,11
"A",10,"pair12.eaf",3,15,9,15,6,0.052464,0.067536,1,12
"A",10,"pair13.eaf",3,15,4,9,11,0.111494,0.10321,5,13
"A",10,"pair14.eaf",3,27,20,16,18,0.11529,0.109989,6,14
"A",10,"pair15.eaf",3,24,11,13,10,0.112432,0.271127,7,15
"A",10,"pair16.eaf",3,28,8,15,15,0.120566,0.070743,5,16
"A",10,"pair17.eaf",3,7,5,13,11,0,0.082978,1,17
"A",10,"pair18.eaf",3,9,4,7,7,0.138028,0.058234,1,18
"A",10,"pair20.eaf",3,19,6,8,1,0.116191,0.122535,1,20
"A",10,"pair21.eaf",3,28,3,6,1,0.170601,0,1,21
"A",10,"pair22.eaf",3,30,10,22,15,0.058784,0.221456,7,22
"A",10,"pair23.eaf",3,70,20,23,45,0.090426,0.094719,15,23
"A",10,"pair24.eaf",3,32,17,24,18,0.171223,0.154211,8,24
"A",12,"pair04.eaf",3,65,10,25,44,0.097836,0.093293,10,4
"A",12,"pair05.eaf",3,12,2,11,11,0.088408,0.083367,2,5
"A",12,"pair07.eaf",3,25,2,11,7,0.116404,0,3,7
"A",12,"pair08.eaf",3,18,0,1,6,0.111156,0,1,8
"A",12,"pair09.eaf",3,18,11,22,12,0.084813,0.100831,1,9
"A",12,"pair10.eaf",3,27,6,13,11,0.078667,0.172583,1,10
"A",12,"pair11.eaf",3,9,17,10,1,0.098909,0.133966,6,11
"A",12,"pair12.eaf",3,10,6,4,8,0.024222,0,1,12
"A",12,"pair13.eaf",3,39,4,9,15,0.259473,0.103376,4,13
"A",12,"pair14.eaf",3,51,26,8,13,0.129154,0.223528,9,14
"A",12,"pair15.eaf",3,31,11,12,17,0.116918,0.090374,3,15
"A",12,"pair16.eaf",3,34,7,15,15,0.091229,0.08336,1,16
"A",12,"pair17.eaf",3,5,5,2,7,0,0.058535,1,17
"A",12,"pair18.eaf",3,8,2,4,3,0.127278,0.000636,1,18
"A",12,"pair20.eaf",3,22,4,2,6,0.122785,0.163582,3,20
"A",12,"pair21.eaf",3,27,2,10,10,0.082104,0,4,21
"A",12,"pair22.eaf",3,11,16,12,10,0.093573,0.082123,3,22
"A",12,"pair23.eaf",3,40,16,26,48,0.082492,0.121642,5,23
"A",12,"pair24.eaf",3,30,1,21,8,0.148436,0.120054,1,24
"A",4,"pair04.eaf",3,35,3,5,23,0.112046,0.185937,3,4
"A",4,"pair05.eaf",3,24,18,28,20,0.111859,0.147217,8,5
"A",4,"pair07.eaf",3,10,2,3,8,0.106488,0,4,7
"A",4,"pair08.eaf",3,69,33,56,28,0.129262,0.104488,9,8
"A",4,"pair09.eaf",3,13,5,6,8,0.105748,0.064379,1,9
"A",4,"pair10.eaf",3,40,15,21,23,0.116343,0.172142,8,10
"A",4,"pair11.eaf",3,54,15,26,37,0.128848,0,7,11
"A",4,"pair12.eaf",3,7,1,8,5,0,0,1,12
"A",4,"pair13.eaf",3,27,4,7,6,0.128704,0.093785,5,13
"A",4,"pair14.eaf",3,58,37,14,30,0.105624,0.160264,9,14
"A",4,"pair15.eaf",3,41,7,11,22,0.110867,0.086285,3,15
"A",4,"pair16.eaf",3,35,6,11,9,0.099662,0.0765,6,16
"A",4,"pair17.eaf",3,14,4,16,12,0,0.054866,5,17
"A",4,"pair18.eaf",3,22,5,12,18,0.100618,0.095194,5,18
"A",4,"pair20.eaf",3,16,4,5,1,0.108573,0.098625,1,20
"A",4,"pair21.eaf",3,37,3,10,2,0.126995,0,1,21
"A",4,"pair22.eaf",3,37,10,12,18,0.070012,0.290106,7,22
"A",4,"pair23.eaf",3,38,6,7,15,0.094757,0.058303,7,23
"A",4,"pair24.eaf",3,40,10,7,27,0.144664,0.19203,5,24
"A",16,"pair04.eaf",3,37,1,5,11,0.109417,0.029391,4,4
"A",16,"pair05.eaf",3,46,24,31,21,0.102792,0.163323,14,5
"A",16,"pair07.eaf",3,11,4,12,11,0.077566,0,1,7
"A",16,"pair08.eaf",3,14,15,14,6,0.102384,0.182284,9,8
"A",16,"pair09.eaf",3,43,8,10,17,0.135706,0.128123,3,9
"A",16,"pair10.eaf",3,35,7,29,21,0.122218,0.122201,6,10
"A",16,"pair11.eaf",3,35,15,27,25,0.141513,0,5,11
"A",16,"pair12.eaf",3,19,1,2,10,0,0,1,12
"A",16,"pair13.eaf",3,43,4,9,5,0.133441,0.087924,5,13
"A",16,"pair14.eaf",3,44,15,12,13,0.102949,0,3,14
"A",16,"pair15.eaf",3,27,15,19,16,0.087809,0.109877,5,15
"A",16,"pair16.eaf",3,47,8,9,30,0.133849,0.174009,6,16
"A",16,"pair17.eaf",3,34,2,15,14,0,0.075106,3,17
"A",16,"pair18.eaf",3,27,3,13,8,0.10956,0.086111,4,18
"A",16,"pair20.eaf",3,20,5,10,5,0.078954,0.138989,2,20
"A",16,"pair21.eaf",3,62,6,27,30,0.124221,0.156711,3,21
"A",16,"pair22.eaf",3,31,6,10,3,0.05365,0.040962,4,22
"A",16,"pair23.eaf",3,30,22,13,23,0.107685,0.08662,5,23
"A",16,"pair24.eaf",3,37,5,29,5,0.163046,0.125318,5,24
"A",9,"pair04.eaf",4,28,2,6,13,0.095355,0.009194,3,4
"A",9,"pair05.eaf",4,20,3,12,17,0.164455,0.183089,2,5
"A",9,"pair07.eaf",4,18,3,6,6,0.077677,0,3,7
"A",9,"pair08.eaf",4,16,23,11,20,0.089325,0.117351,5,8
"A",9,"pair09.eaf",4,31,2,3,11,0.099148,0.109993,1,9
"A",9,"pair10.eaf",4,17,6,13,2,0.07358,0.15572,1,10
"A",9,"pair11.eaf",4,20,10,11,12,0.116028,0,7,11
"A",9,"pair12.eaf",4,21,1,7,12,0.073413,0,1,12
"A",9,"pair13.eaf",4,31,3,11,9,0.075713,0.049557,3,13
"A",9,"pair14.eaf",4,22,9,2,7,0.137376,0,3,14
"A",9,"pair15.eaf",4,29,12,4,3,0.072327,0.070745,5,15
"A",9,"pair16.eaf",4,46,7,15,7,0.143992,0.171615,5,16
"A",9,"pair17.eaf",4,14,2,11,17,0.151599,0.049485,1,17
"A",9,"pair18.eaf",4,19,5,10,12,0.088307,0.122411,5,18
"A",9,"pair20.eaf",4,12,10,10,4,0.090579,0.084707,5,20
"A",9,"pair21.eaf",4,35,3,14,7,0.136371,0,1,21
"A",9,"pair22.eaf",4,20,8,8,13,0.037041,0.073995,5,22
"A",9,"pair23.eaf",4,42,3,13,10,0.079868,0.022037,5,23
"A",9,"pair24.eaf",4,30,2,1,12,0.16134,0.144843,3,24
"A",5,"pair04.eaf",4,93,19,49,56,0.109085,0.083583,13,4
"A",5,"pair05.eaf",4,10,9,10,3,0.184049,0.187895,5,5
"A",5,"pair07.eaf",4,12,3,7,3,0.122207,0.074071,3,7
"A",5,"pair08.eaf",4,26,2,7,8,0.081714,0.044664,3,8
"A",5,"pair09.eaf",4,11,4,11,5,0.130937,0.051045,2,9
"A",5,"pair10.eaf",4,13,12,19,4,0.047421,0.14799,3,10
"A",5,"pair11.eaf",4,9,6,2,5,0.092534,0,1,11
"A",5,"pair12.eaf",4,15,1,7,6,0,0,1,12
"A",5,"pair13.eaf",4,50,3,14,14,0.319866,0.097015,3,13
"A",5,"pair14.eaf",4,22,8,5,23,0.111733,0.136723,1,14
"A",5,"pair15.eaf",4,16,9,9,9,0.074642,0.155976,11,15
"A",5,"pair16.eaf",4,39,25,17,10,0.12838,0.088264,6,16
"A",5,"pair17.eaf",4,12,2,11,12,0.10819,0.094452,1,17
"A",5,"pair18.eaf",4,41,28,24,18,0.133824,0.142854,7,18
"A",5,"pair20.eaf",4,9,8,1,0,0.089777,0.20922,1,20
"A",5,"pair21.eaf",4,16,2,6,15,0.108016,0,1,21
"A",5,"pair22.eaf",4,30,24,20,13,0.039156,0.099581,8,22
"A",5,"pair23.eaf",4,40,18,40,13,0.117007,0.127416,7,23
"A",5,"pair24.eaf",4,14,2,0,8,0.125177,0.069363,1,24
"A",11,"pair04.eaf",4,26,3,12,10,0.102797,0.224583,6,4
"A",11,"pair05.eaf",4,21,8,17,8,0.09947,0.039973,3,5
"A",11,"pair07.eaf",4,10,4,1,10,0.067379,0.10917,5,7
"A",11,"pair08.eaf",4,36,41,19,21,0.117427,0.082663,7,8
"A",11,"pair09.eaf",4,22,8,7,11,0.123166,0.090912,3,9
"A",11,"pair10.eaf",4,15,6,15,2,0.083499,0.150775,1,10
"A",11,"pair11.eaf",4,41,31,37,8,0.174201,0.12665,8,11
"A",11,"pair12.eaf",4,18,8,6,11,0,0.021161,6,12
"A",11,"pair13.eaf",4,24,3,8,4,0.075767,0.062576,4,13
"A",11,"pair14.eaf",4,28,3,5,7,0.129762,0.100339,3,14
"A",11,"pair15.eaf",4,20,6,5,10,0.054906,0.170453,6,15
"A",11,"pair16.eaf",4,23,5,3,10,0.099791,0.172125,6,16
"A",11,"pair17.eaf",4,13,2,4,9,0,0.001628,1,17
"A",11,"pair18.eaf",4,11,4,2,6,0.146473,0.120881,3,18
"A",11,"pair20.eaf",4,16,5,3,4,0.148907,0.22178,1,20
"A",11,"pair21.eaf",4,31,2,5,12,0.141587,0,1,21
"A",11,"pair22.eaf",4,21,5,13,6,0.044953,0.065616,1,22
"A",11,"pair23.eaf",4,24,5,11,20,0.052752,0.125715,3,23
"A",11,"pair24.eaf",4,22,1,6,9,0.113061,0.054526,1,24
"A",3,"pair04.eaf",4,24,4,19,4,0.06815,0.110295,1,4
"A",3,"pair05.eaf",4,10,3,4,7,0.12208,0.161212,3,5
"A",3,"pair07.eaf",4,16,2,5,11,0.077341,0.092813,1,7
"A",3,"pair08.eaf",4,7,24,7,17,0.030093,0.063058,1,8
"A",3,"pair09.eaf",4,6,3,0,1,0.079307,0.107299,1,9
"A",3,"pair10.eaf",4,8,7,14,12,0.069861,0.097458,2,10
"A",3,"pair11.eaf",4,18,14,2,11,0.096787,0,5,11
"A",3,"pair12.eaf",4,5,7,10,9,0,0,1,12
"A",3,"pair13.eaf",4,4,2,0,6,0.062384,0.079123,1,13
"A",3,"pair14.eaf",4,22,4,13,4,0.116972,0.149196,2,14
"A",3,"pair15.eaf",4,13,3,11,3,0.068976,0.084446,3,15
"A",3,"pair16.eaf",4,21,7,6,8,0.104339,0.198758,5,16
"A",3,"pair17.eaf",4,3,1,5,4,0,0.095908,1,17
"A",3,"pair18.eaf",4,12,3,5,7,0.104428,0.111319,1,18
"A",3,"pair20.eaf",4,17,3,6,3,0.091428,0.051968,1,20
"A",3,"pair21.eaf",4,32,4,22,17,0.092416,0,1,21
"A",3,"pair22.eaf",4,9,5,7,7,0.019986,0.088285,1,22
"A",3,"pair23.eaf",4,23,6,13,9,0.046177,0.063047,5,23
"A",3,"pair24.eaf",4,14,8,10,11,0.146255,0.062921,1,24
"A",15,"pair04.eaf",4,39,4,16,12,0.09225,0.077559,6,4
"A",15,"pair05.eaf",4,16,9,16,12,0.145248,0.140319,5,5
"A",15,"pair07.eaf",4,19,2,6,4,0.099288,0,3,7
"A",15,"pair08.eaf",4,26,19,16,24,0.096435,0.101115,3,8
"A",15,"pair09.eaf",4,18,2,4,10,0.07465,0.166457,2,9
"A",15,"pair10.eaf",4,15,6,14,8,0.124364,0.11759,1,10
"A",15,"pair11.eaf",4,28,6,13,18,0.133888,0,3,11
"A",15,"pair12.eaf",4,11,1,4,6,0,0,1,12
"A",15,"pair13.eaf",4,117,28,42,28,0.272407,0.06197,13,13
"A",15,"pair14.eaf",4,22,3,9,5,0.123535,0.134692,1,14
"A",15,"pair15.eaf",4,23,4,2,6,0.084041,0.194708,7,15
"A",15,"pair16.eaf",4,32,17,16,5,0.119002,0.091922,7,16
"A",15,"pair17.eaf",4,25,4,25,14,0,0.214506,1,17
"A",15,"pair18.eaf",4,18,17,20,14,0.122185,0.08743,5,18
"A",15,"pair20.eaf",4,17,7,15,5,0.127528,0.172445,5,20
"A",15,"pair21.eaf",4,25,3,8,14,0.112885,0,1,21
"A",15,"pair22.eaf",4,18,10,16,10,0.196515,0.03643,3,22
"A",15,"pair23.eaf",4,26,3,17,4,0.128656,0.181835,5,23
"A",15,"pair24.eaf",4,22,2,0,12,0.136469,0.147727,1,24
"A",1,"pair04.eaf",4,30,4,13,14,0.0778,0.039046,1,4
"A",1,"pair05.eaf",4,21,4,5,18,0.163586,0.134376,2,5
"A",1,"pair07.eaf",4,13,2,5,9,0.076072,0,1,7
"A",1,"pair08.eaf",4,18,18,14,6,0.047123,0.070928,3,8
"A",1,"pair09.eaf",4,12,3,8,6,0.096928,0.101639,2,9
"A",1,"pair10.eaf",4,17,5,6,11,0.077147,0.155062,1,10
"A",1,"pair11.eaf",4,21,12,17,19,0.161844,0,4,11
"A",1,"pair12.eaf",4,11,1,4,9,0,0,1,12
"A",1,"pair13.eaf",4,11,5,9,1,0.057123,0.045829,1,13
"A",1,"pair14.eaf",4,18,2,1,10,0.148936,0,2,14
"A",1,"pair15.eaf",4,17,10,9,8,0.072874,0.145469,5,15
"A",1,"pair16.eaf",4,33,12,11,3,0.102967,0.116405,6,16
"A",1,"pair17.eaf",4,24,3,11,17,0,0.008803,1,17
"A",1,"pair18.eaf",4,19,3,0,7,0.097823,0.078045,3,18
"A",1,"pair20.eaf",4,23,7,11,7,0.115664,0.075338,3,20
"A",1,"pair21.eaf",4,29,7,11,18,0.133884,0.036509,4,21
"A",1,"pair22.eaf",4,5,6,9,7,0.04622,0.235092,3,22
"A",1,"pair23.eaf",4,20,5,5,14,0.085289,0.066958,5,23
"A",1,"pair24.eaf",4,26,3,11,12,0.147256,0.076002,1,24
"A",13,"pair04.eaf",4,23,3,7,6,0.096168,0.040915,4,4
"A",13,"pair05.eaf",4,6,6,0,12,0.135404,0.199611,3,5
"A",13,"pair07.eaf",4,6,1,4,6,0.033434,0,1,7
"A",13,"pair08.eaf",4,24,2,9,4,0.096999,0,3,8
"A",13,"pair09.eaf",4,14,8,4,8,0.13054,0.104548,2,9
"A",13,"pair10.eaf",4,14,4,10,5,0.100527,0.206954,1,10
"A",13,"pair11.eaf",4,6,6,5,8,0.118126,0,3,11
"A",13,"pair12.eaf",4,11,1,13,5,0,0.158624,1,12
"A",13,"pair13.eaf",4,12,3,9,6,0.060351,0.069348,3,13
"A",13,"pair14.eaf",4,13,1,3,3,0.112909,0.006886,2,14
"A",13,"pair15.eaf",4,26,19,24,12,0.069194,0.118264,9,15
"A",13,"pair16.eaf",4,23,4,3,11,0.110909,0.027438,4,16
"A",13,"pair17.eaf",4,4,6,11,9,0,0.001608,2,17
"A",13,"pair18.eaf",4,23,7,16,12,0.093297,0.108411,6,18
"A",13,"pair20.eaf",4,4,3,5,4,0.146276,0.048371,1,20
"A",13,"pair21.eaf",4,9,8,2,0,0.153351,0.03235,2,21
"A",13,"pair22.eaf",4,13,9,9,0,0.08623,0.221306,3,22
"A",13,"pair23.eaf",4,17,5,5,7,0.065535,0.044961,3,23
"A",13,"pair24.eaf",4,14,2,9,2,0.142095,0.181767,2,24
"A",7,"pair04.eaf",4,28,3,6,5,0.099701,0.050247,4,4
"A",7,"pair05.eaf",4,8,7,6,2,0.145311,0.207825,4,5
"A",7,"pair07.eaf",4,12,2,8,3,0.134378,0.124477,2,7
"A",7,"pair08.eaf",4,32,14,6,7,0.091157,0.094734,10,8
"A",7,"pair09.eaf",4,25,11,9,13,0.081375,0.078108,6,9
"A",7,"pair10.eaf",4,7,5,13,4,0.079686,0.159493,2,10
"A",7,"pair11.eaf",4,25,10,10,13,0.117794,0,5,11
"A",7,"pair12.eaf",4,8,2,12,10,0,0,3,12
"A",7,"pair13.eaf",4,27,4,10,5,0.10127,0.073942,3,13
"A",7,"pair14.eaf",4,14,1,2,6,0.069119,0,1,14
"A",7,"pair15.eaf",4,10,5,7,5,0.105575,0.099228,1,15
"A",7,"pair16.eaf",4,26,15,12,11,0.30372,0.097843,5,16
"A",7,"pair17.eaf",4,5,8,21,21,0,0.046249,1,17
"A",7,"pair18.eaf",4,12,3,4,5,0.168755,0.102665,1,18
"A",7,"pair20.eaf",4,16,5,9,1,0.085988,0.138321,1,20
"A",7,"pair21.eaf",4,20,8,5,7,0.147705,0.079415,5,21
"A",7,"pair22.eaf",4,12,10,8,11,0.029389,0.072589,5,22
"A",7,"pair23.eaf",4,15,3,6,12,0.089775,0.12888,3,23
"A",7,"pair24.eaf",4,22,2,5,4,0.127485,0.123034,1,24
"A",8,"pair04.eaf",5,6,4,0,7,0.087283,0.039211,1,4
"A",8,"pair05.eaf",5,22,4,12,10,0.123748,0.050298,3,5
"A",8,"pair07.eaf",5,13,2,7,1,0.071526,0,3,7
"A",8,"pair08.eaf",5,17,20,9,15,0.066747,0.078764,5,8
"A",8,"pair09.eaf",5,18,2,15,9,0.106711,0.137524,3,9
"A",8,"pair10.eaf",5,14,15,21,20,0.064566,0.088964,1,10
"A",8,"pair11.eaf",5,105,41,27,30,0.196385,0.108978,13,11
"A",8,"pair12.eaf",5,16,3,9,14,0,0.049636,1,12
"A",8,"pair13.eaf",5,9,4,6,6,0.061384,0.099646,1,13
"A",8,"pair14.eaf",5,29,7,5,12,0.106243,0,5,14
"A",8,"pair15.eaf",5,18,6,9,2,0.059508,0.135449,1,15
"A",8,"pair16.eaf",5,24,6,1,11,0.094491,0.204201,5,16
"A",8,"pair17.eaf",5,11,2,7,7,0,0.045098,1,17
"A",8,"pair18.eaf",5,5,2,6,8,0.165363,0.070157,1,18
"A",8,"pair20.eaf",5,12,2,2,3,0.104378,0.090889,1,20
"A",8,"pair21.eaf",5,29,3,10,9,0.19181,0,1,21
"A",8,"pair22.eaf",5,10,7,13,8,0.340587,0.056198,1,22
"A",8,"pair23.eaf",5,14,2,6,3,0.053747,0.12291,3,23
"A",8,"pair24.eaf",5,9,5,7,12,0.075083,0.062198,1,24
"A",14,"pair04.eaf",5,18,3,8,8,0.094265,0.070582,1,4
"A",14,"pair05.eaf",5,10,6,10,17,0.103557,0.132132,4,5
"A",14,"pair07.eaf",5,17,2,0,6,0.082211,0,4,7
"A",14,"pair08.eaf",5,21,1,6,20,0.119565,0,1,8
"A",14,"pair09.eaf",5,20,3,13,11,0.113615,0.105957,2,9
"A",14,"pair10.eaf",5,11,6,9,8,0.099723,0.202557,1,10
"A",14,"pair11.eaf",5,10,4,0,11,0.22229,0,1,11
"A",14,"pair12.eaf",5,11,1,10,5,0.108571,0.001447,1,12
"A",14,"pair13.eaf",5,33,3,20,14,0.129542,0.05669,3,13
"A",14,"pair14.eaf",5,18,14,2,8,0.115441,0.171101,5,14
"A",14,"pair15.eaf",5,15,2,8,4,0.086814,0.056857,2,15
"A",14,"pair16.eaf",5,31,5,9,8,0.139376,0.239326,3,16
"A",14,"pair17.eaf",5,13,2,6,13,0,0.01729,1,17
"A",14,"pair18.eaf",5,10,2,8,2,0.13363,0.135441,1,18
"A",14,"pair20.eaf",5,11,6,4,4,0.081147,0.085407,2,20
"A",14,"pair21.eaf",5,14,3,5,6,0.13704,0,1,21
"A",14,"pair22.eaf",5,10,9,7,8,0.160658,0.066142,3,22
"A",14,"pair23.eaf",5,21,8,23,14,0.063308,0.038765,5,23
"A",14,"pair24.eaf",5,17,2,11,8,0.154538,0.124579,2,24
"A",16,"pair04.eaf",5,25,2,8,13,0.083206,0.013617,4,4
"A",16,"pair05.eaf",5,46,16,17,29,0.147795,0.190277,12,5
"A",16,"pair07.eaf",5,12,2,4,9,0.076309,0.106043,1,7
"A",16,"pair08.eaf",5,10,20,5,9,0.066774,0.075094,3,8
"A",16,"pair09.eaf",5,27,8,5,16,0.148023,0.056603,6,9
"A",16,"pair10.eaf",5,24,9,13,10,0.105943,0.183206,3,10
"A",16,"pair11.eaf",5,29,10,4,16,0.145094,0,3,11
"A",16,"pair12.eaf",5,13,10,5,16,0.010507,0.031692,1,12
"A",16,"pair13.eaf",5,35,4,13,12,0.36241,0.042794,3,13
"A",16,"pair14.eaf",5,34,7,12,11,0.11508,0.162952,7,14
"A",16,"pair15.eaf",5,23,5,10,14,0.079904,0.126446,4,15
"A",16,"pair16.eaf",5,28,5,8,11,0.137879,0.220301,4,16
"A",16,"pair17.eaf",5,4,1,10,12,0,0.157758,1,17
"A",16,"pair18.eaf",5,26,4,19,16,0.115717,0.066656,1,18
"A",16,"pair20.eaf",5,23,2,8,2,0.133664,0.21635,1,20
"A",16,"pair21.eaf",5,38,2,16,2,0.122039,0,1,21
"A",16,"pair22.eaf",5,13,7,7,12,0.058132,0.048938,1,22
"A",16,"pair23.eaf",5,19,2,3,10,0.060866,0.099924,4,23
"A",16,"pair24.eaf",5,22,1,2,9,0.104925,0.117959,1,24
"A",2,"pair04.eaf",5,25,3,7,10,0.103004,0.049601,4,4
"A",2,"pair05.eaf",5,5,3,7,10,0.111218,0.168053,1,5
"A",2,"pair07.eaf",5,10,1,7,5,0.081113,0.127653,1,7
"A",2,"pair08.eaf",5,0,27,5,16,0,0.055042,3,8
"A",2,"pair09.eaf",5,13,2,10,4,0.115844,0.100812,1,9
"A",2,"pair10.eaf",5,14,6,15,17,0.092647,0.185151,1,10
"A",2,"pair11.eaf",5,12,3,7,4,0.065704,0.013907,1,11
"A",2,"pair12.eaf",5,6,1,4,3,0.037391,0.023236,1,12
"A",2,"pair13.eaf",5,15,18,8,13,0.132931,0.09157,11,13
"A",2,"pair14.eaf",5,20,3,5,8,0.204028,0,5,14
"A",2,"pair15.eaf",5,14,9,10,10,0.054604,0.061872,5,15
"A",2,"pair16.eaf",5,22,9,9,7,0.129194,0.285352,7,16
"A",2,"pair17.eaf",5,6,1,0,6,0,0.102392,2,17
"A",2,"pair18.eaf",5,9,4,14,8,0.129295,0.049992,3,18
"A",2,"pair20.eaf",5,11,2,5,0,0.092936,0.17828,1,20
"A",2,"pair21.eaf",5,5,1,4,5,0.17349,0.055332,1,21
"A",2,"pair22.eaf",5,23,5,6,13,0.069993,0.098874,3,22
"A",2,"pair23.eaf",5,58,35,41,42,0.087558,0.119715,9,23
"A",2,"pair24.eaf",5,8,3,7,0,0.107212,0.133636,1,24
"A",6,"pair04.eaf",5,29,3,19,14,0.103705,0.083191,2,4
"A",6,"pair05.eaf",5,5,4,3,0,0.119709,0.075648,1,5
"A",6,"pair07.eaf",5,20,2,7,12,0.065681,0.101314,3,7
"A",6,"pair08.eaf",5,1,10,9,15,0,0.071195,1,8
"A",6,"pair09.eaf",5,8,7,4,5,0.071018,0.123219,1,9
"A",6,"pair10.eaf",5,7,7,18,12,0.119992,0.17652,1,10
"A",6,"pair11.eaf",5,14,8,13,1,0.106642,0.074774,5,11
"A",6,"pair12.eaf",5,3,1,2,5,0,0.009691,1,12
"A",6,"pair13.eaf",5,15,8,9,2,0.103375,0.066875,5,13
"A",6,"pair14.eaf",5,32,13,15,15,0.114165,0.128319,9,14
"A",6,"pair15.eaf",5,8,2,4,5,0.076839,0.061328,1,15
"A",6,"pair16.eaf",5,29,16,7,12,0.178226,0.138496,7,16
"A",6,"pair17.eaf",5,4,5,10,4,0,0.091356,1,17
"A",6,"pair18.eaf",5,5,1,6,5,0.130873,0.123426,1,18
"A",6,"pair20.eaf",5,12,3,1,3,0.09293,0.224392,3,20
"A",6,"pair21.eaf",5,21,3,8,5,0.18755,0,1,21
"A",6,"pair22.eaf",5,8,5,10,6,0,0.065369,1,22
"A",6,"pair23.eaf",5,21,3,8,12,0.049819,0,1,23
"A",6,"pair24.eaf",5,14,3,14,11,0.117949,0.105361,1,24
"A",10,"pair04.eaf",5,37,2,10,20,0.107259,0.065554,4,4
"A",10,"pair05.eaf",5,6,3,10,12,0.052389,0.211982,1,5
"A",10,"pair07.eaf",5,5,1,6,8,0.108464,0,1,7
"A",10,"pair08.eaf",5,37,10,24,12,0.099334,0.067513,5,8
"A",10,"pair09.eaf",5,24,3,6,12,0.063999,0.116349,3,9
"A",10,"pair10.eaf",5,16,4,10,13,0.090496,0.118869,1,10
"A",10,"pair11.eaf",5,4,6,9,1,0.130998,0.062295,3,11
"A",10,"pair12.eaf",5,9,1,6,7,0.041911,0,1,12
"A",10,"pair13.eaf",5,9,5,12,6,0.075967,0.124831,1,13
"A",10,"pair14.eaf",5,16,16,7,10,0.131957,0.185613,9,14
"A",10,"pair15.eaf",5,13,10,12,7,0.062892,0.371723,3,15
"A",10,"pair16.eaf",5,29,10,12,9,0.134095,0.177963,4,16
"A",10,"pair17.eaf",5,5,2,8,5,0,0.09714,1,17
"A",10,"pair18.eaf",5,5,1,3,9,0.184097,0.031192,1,18
"A",10,"pair20.eaf",5,18,3,11,3,0.159247,0.084098,1,20
"A",10,"pair21.eaf",5,25,3,10,2,0.285839,0.176059,1,21
"A",10,"pair22.eaf",5,14,9,12,5,0.104001,0.064487,3,22
"A",10,"pair23.eaf",5,36,9,20,21,0.082392,0,5,23
"A",10,"pair24.eaf",5,26,11,9,10,0.140178,0.146416,9,24
"A",4,"pair04.eaf",5,33,2,7,16,0.122972,0.094973,3,4
"A",4,"pair05.eaf",5,13,6,10,7,0.115807,0.092504,3,5
"A",4,"pair07.eaf",5,8,1,6,3,0.062098,0,1,7
"A",4,"pair08.eaf",5,5,26,8,10,0.086964,0.10173,3,8
"A",4,"pair09.eaf",5,9,5,2,10,0.080095,0.123534,5,9
"A",4,"pair10.eaf",5,18,6,8,14,0.090325,0.188663,1,10
"A",4,"pair11.eaf",5,22,7,9,5,0.117314,0.014937,3,11
"A",4,"pair12.eaf",5,6,1,4,7,0,0,1,12
"A",4,"pair13.eaf",5,15,6,15,8,0.099925,0.071668,3,13
"A",4,"pair14.eaf",5,24,3,6,6,0.125324,0,2,14
"A",4,"pair15.eaf",5,22,2,12,11,0.068773,0.250041,1,15
"A",4,"pair16.eaf",5,24,5,5,13,0.322644,0.139333,5,16
"A",4,"pair17.eaf",5,9,1,3,5,0,0.145261,1,17
"A",4,"pair18.eaf",5,17,5,4,11,0.112381,0.138489,3,18
"A",4,"pair20.eaf",5,14,4,8,4,0.074269,0.090015,1,20
"A",4,"pair21.eaf",5,26,2,14,7,0.093305,0.021409,1,21
"A",4,"pair22.eaf",5,15,5,7,4,0.074693,0.073834,3,22
"A",4,"pair23.eaf",5,23,12,10,13,0.086892,0.174771,7,23
"A",4,"pair24.eaf",5,26,1,3,7,0.095562,0.163892,1,24
"A",12,"pair04.eaf",5,24,11,17,15,0.084786,0.081064,5,4
"A",12,"pair05.eaf",5,10,2,2,6,0.096093,0.025475,1,5
"A",12,"pair07.eaf",5,28,8,14,15,0.096175,0,5,7
"A",12,"pair08.eaf",5,20,0,0,10,0.072182,0,1,8
