"pair","target","round","pair_peaks","pair_gesture","pair_range","pair_transitions","postdist","predist"
"035036",10,6,6,6,0.200506,1,NA,NA
"035036",11,1,171,90,0.286586,15,NA,NA
"035036",11,2,27,14,0.185815,1,NA,NA
"035036",11,3,8,15,0.128853,1,NA,NA
"035036",11,4,16,20,0.162071,1,NA,NA
"035036",11,5,8,13,0.185501,1,NA,NA
"035036",11,6,11,12,0.221684,1,NA,NA
"035036",12,1,53,48,0.294273,7,NA,NA
"035036",12,2,25,14,0.198815,3,NA,NA
"035036",12,3,11,9,0.163224,1,NA,NA
"035036",12,4,10,9,0.16234,1,NA,NA
"035036",12,5,11,13,0.156983,1,NA,NA
"035036",12,6,10,11,0.196082,1,NA,NA
"035036",13,1,47,38,0.331028,3,NA,NA
"035036",13,2,10,14,0.170839,3,NA,NA
"035036",13,3,6,12,0.178847,1,NA,NA
"035036",13,4,5,8,0.228262,1,NA,NA
"035036",13,5,10,6,0.178086,1,NA,NA
"035036",13,6,7,8,0.127121,1,NA,NA
"035036",14,1,70,39,0.27838,7,NA,NA
"035036",14,2,76,45,0.262232,7,NA,NA
"035036",14,3,10,13,0.159128,1,NA,NA
"035036",14,4,12,21,0.147653,1,NA,NA
"035036",14,5,9,11,0.232807,1,NA,NA
"035036",14,6,8,10,0.25888,1,NA,NA
"035036",15,1,119,56,0.276282,11,NA,NA
"035036",15,2,30,32,0.221395,7,NA,NA
"035036",15,3,33,21,0.272967,3,NA,NA
"035036",15,4,21,25,0.168194,1,NA,NA
"035036",15,5,14,31,0.180899,1,NA,NA
"035036",15,6,18,12,0.151967,1,NA,NA
"035036",16,1,158,68,0.29612,17,NA,NA
"035036",16,2,29,30,0.266428,1,NA,NA
"035036",16,3,12,35,0.289179,1,NA,NA
"035036",16,4,8,15,0.137138,1,NA,NA
"035036",16,5,10,18,0.186504,1,NA,NA
"035036",16,6,12,15,0.17753,1,NA,NA
"037038",1,1,49,29,0.020434,3,NA,NA
"037038",1,2,36,34,0.197938,3,NA,NA
"037038",1,3,26,16,0.032275,3,NA,NA
"037038",1,4,30,30,0.064124,1,NA,NA
"037038",1,5,24,11,0.012044,3,NA,NA
"037038",1,6,17,14,0.06129,1,NA,NA
"037038",2,1,60,36,0.233188,7,NA,NA
"037038",2,2,23,18,0.011784,1,NA,NA
"037038",2,3,15,9,0.193267,1,NA,NA
"037038",2,4,13,4,0.049076,1,NA,NA
"037038",2,5,6,11,0.055588,1,NA,NA
"037038",2,6,7,15,0.006844,1,NA,NA
"037038",3,1,49,40,0.120836,2,NA,NA
"037038",3,2,27,23,0.084761,5,NA,NA
"037038",3,3,7,18,0.028007,1,NA,NA
"037038",3,4,8,9,0.06069,1,NA,NA
"037038",3,5,18,23,0.098536,1,NA,NA
"037038",3,6,8,13,0.021689,1,NA,NA
"037038",4,1,67,58,0.171544,5,NA,NA
"037038",4,2,22,15,0.047155,3,NA,NA
"037038",4,3,14,21,0.057988,1,NA,NA
"037038",4,4,9,11,0.027705,1,NA,NA
"037038",4,5,7,9,0.108209,1,NA,NA
"037038",4,6,11,10,0.012882,1,NA,NA
"037038",5,1,80,60,0.508662,7,NA,NA
"037038",5,2,33,25,0.063022,5,NA,NA
"037038",5,3,10,14,0.046994,1,NA,NA
"037038",5,4,22,13,0.058792,1,NA,NA
"037038",5,5,18,13,0.124497,1,NA,NA
"037038",5,6,20,15,0.057431,1,NA,NA
"037038",6,1,107,76,0.111053,9,NA,NA
"037038",6,2,56,38,0.167847,1,NA,NA
"037038",6,3,32,23,0.06684,3,NA,NA
"037038",6,4,12,7,0.011297,1,NA,NA
"037038",6,5,17,17,0.061156,1,NA,NA
"037038",6,6,13,12,0.014985,1,NA,NA
"037038",7,1,57,38,0.112906,5,NA,NA
"037038",7,2,36,28,0.073801,3,NA,NA
"037038",7,3,28,22,0.016814,1,NA,NA
"037038",7,4,23,20,0.061943,1,NA,NA
"037038",7,5,14,14,0.009274,1,NA,NA
"037038",7,6,20,20,0.058704,1,NA,NA
"037038",8,1,74,64,0.274965,9,NA,NA
"037038",8,2,15,16,0.072695,1,NA,NA
"037038",8,3,17,20,0.069314,1,NA,NA
"037038",8,4,6,19,0.010081,1,NA,NA
"037038",8,5,11,9,0.016078,1,NA,NA
"037038",8,6,8,12,0.104297,1,NA,NA
"037038",9,1,97,53,0.244608,12,NA,NA
"037038",9,2,65,30,0.212973,5,NA,NA
"037038",9,3,13,15,0.076883,3,NA,NA
"037038",9,4,11,16,0.025334,1,NA,NA
"037038",9,5,8,8,0.059985,1,NA,NA
"037038",9,6,8,12,0.018255,1,NA,NA
"037038",10,1,113,134,0.252602,14,NA,NA
"037038",10,2,30,17,0.062224,1,NA,NA
"037038",10,3,82,41,0.282482,5,NA,NA
"037038",10,4,25,21,0.010075,1,NA,NA
"037038",10,5,31,37,0.190296,1,NA,NA
"037038",10,6,26,19,0.041897,1,NA,NA
"037038",11,1,58,37,0.046852,7,NA,NA
"037038",11,2,50,43,0.075436,5,NA,NA
"037038",11,3,57,35,0.069294,5,NA,NA
"037038",11,4,47,36,0.054848,7,NA,NA
"037038",11,5,32,15,0.03421,3,NA,NA
"037038",11,6,23,30,0.073847,1,NA,NA
"037038",12,1,59,52,0.095535,5,NA,NA
"037038",12,2,15,9,0.057697,1,NA,NA
"037038",12,3,15,12,0.055854,1,NA,NA
"037038",12,4,24,11,0.159186,5,NA,NA
"037038",12,5,15,12,0.055406,1,NA,NA
"037038",12,6,17,20,0.059887,1,NA,NA
"037038",13,1,35,34,0.133327,5,NA,NA
"037038",13,2,25,17,0.048226,3,NA,NA
"037038",13,3,34,31,0.046803,7,NA,NA
"037038",13,4,18,14,0.034182,1,NA,NA
"037038",13,5,13,15,0.063694,3,NA,NA
"037038",13,6,14,16,0.047223,1,NA,NA
"037038",14,1,72,56,0.088199,11,NA,NA
"037038",14,2,29,28,0.038365,1,NA,NA
"037038",14,3,21,15,0.056982,3,NA,NA
"037038",14,4,50,46,0.203919,7,NA,NA
"037038",14,5,18,22,0.077864,3,NA,NA
"037038",14,6,13,10,0.057379,1,NA,NA
"037038",15,1,38,42,0.244368,3,NA,NA
"037038",15,2,30,34,0.064439,3,NA,NA
"037038",15,3,15,27,0.040199,1,NA,NA
"037038",15,4,26,21,0.070631,1,NA,NA
"037038",15,5,19,10,0.021773,1,NA,NA
"037038",15,6,22,22,0.050071,1,NA,NA
"037038",16,1,116,90,0.284907,9,NA,NA
"037038",16,2,72,27,0.099553,7,NA,NA
"037038",16,3,64,33,0.18386,7,NA,NA
"037038",16,4,18,9,0.016707,3,NA,NA
"037038",16,5,15,15,0.23017,3,NA,NA
"037038",16,6,10,15,0.017796,1,NA,NA
"039040",1,1,43,12,0.418783,3,NA,NA
"039040",1,2,19,22,0.149203,3,NA,NA
"039040",1,3,25,20,0.202976,4,NA,NA
"039040",1,4,13,29,0.373944,1,NA,NA
"039040",1,5,16,16,0.098581,1,NA,NA
"039040",1,6,10,12,0.173902,1,NA,NA
"039040",2,1,15,10,0.148039,3,NA,NA
"039040",2,2,17,15,0.175507,3,NA,NA
"039040",2,3,15,5,0.255872,1,NA,NA
"039040",2,4,8,18,0.060334,2,NA,NA
"039040",2,5,16,27,0.103316,2,NA,NA
"039040",2,6,12,16,0.148217,3,NA,NA
"039040",3,1,27,30,0.209383,1,NA,NA
"039040",3,2,16,18,0.218911,1,NA,NA
"039040",3,3,25,22,0.203064,1,NA,NA
"039040",3,4,6,18,0.066388,1,NA,NA
"039040",3,5,16,24,0.152962,1,NA,NA
"039040",3,6,12,11,0.092806,1,NA,NA
"039040",4,1,79,91,0.370138,5,NA,NA
"039040",4,2,32,24,0.362734,3,NA,NA
"039040",4,3,13,27,0.129402,1,NA,NA
"039040",4,4,8,7,0.16877,2,NA,NA
"039040",4,5,13,15,0.149958,3,NA,NA
"039040",4,6,8,7,0.181079,1,NA,NA
"039040",5,1,45,46,0.250413,4,NA,NA
"039040",5,2,26,29,0.303115,3,NA,NA
"039040",5,3,16,14,0.188395,1,NA,NA
"039040",5,4,13,32,0.150323,1,NA,NA
"039040",5,5,19,16,0.169465,1,NA,NA
"039040",5,6,12,21,0.206432,2,NA,NA
"039040",6,1,42,38,0.168698,7,NA,NA
"039040",6,2,59,38,0.270974,7,NA,NA
"039040",6,3,15,25,0.284815,1,NA,NA
"039040",6,4,10,20,0.178891,1,NA,NA
"039040",6,5,8,11,0.08249,1,NA,NA
"039040",6,6,10,14,0.090302,1,NA,NA
"039040",7,1,39,23,0.254511,3,NA,NA
"039040",7,2,9,20,0.205424,1,NA,NA
"039040",7,3,22,20,0.170209,1,NA,NA
"039040",7,4,10,22,0.136184,2,NA,NA
"039040",7,5,10,13,0.08129,3,NA,NA
"039040",7,6,1,5,0.04101,1,NA,NA
"039040",8,1,115,78,0.260154,9,NA,NA
"039040",8,2,56,43,0.176362,11,NA,NA
"039040",8,3,12,18,0.224262,1,NA,NA
"039040",8,4,12,15,0.102291,1,NA,NA
"039040",8,5,8,14,0.207342,1,NA,NA
"039040",8,6,18,16,0.057745,1,NA,NA
"039040",9,1,58,38,0.195284,8,NA,NA
"039040",9,2,38,46,0.136699,2,NA,NA
"039040",9,3,44,19,0.224468,3,NA,NA
"039040",9,4,30,30,0.117641,1,NA,NA
"039040",9,5,26,33,0.254128,3,NA,NA
"039040",9,6,17,15,0.112248,1,NA,NA
"039040",10,1,69,63,0.332353,4,NA,NA
"039040",10,2,29,21,0.225237,3,NA,NA
"039040",10,3,24,20,0.147858,6,NA,NA
"039040",10,4,72,59,0.298391,9,NA,NA
"039040",10,5,10,17,0.144442,1,NA,NA
"039040",10,6,24,49,0.133364,4,NA,NA
"039040",11,1,48,43,0.181975,12,NA,NA
"039040",11,2,21,20,0.172665,3,NA,NA
"039040",11,3,25,22,0.24641,1,NA,NA
"039040",11,4,16,14,0.071411,2,NA,NA
"039040",11,5,26,20,0.163266,3,NA,NA
"039040",11,6,18,20,0.189142,1,NA,NA
"039040",12,1,47,44,0.216744,4,NA,NA
"039040",12,2,31,28,0.160704,1,NA,NA
"039040",12,3,14,18,0.131976,4,NA,NA
"039040",12,4,14,19,0.238563,1,NA,NA
"039040",12,5,14,18,0.110435,1,NA,NA
"039040",12,6,17,19,0.135123,2,NA,NA
"039040",13,1,37,22,0.273895,4,NA,NA
"039040",13,2,21,34,0.160188,3,NA,NA
"039040",13,3,22,11,0.180204,1,NA,NA
"039040",13,4,15,16,0.165408,1,NA,NA
"039040",13,5,13,17,0.225648,1,NA,NA
"039040",13,6,10,16,0.099907,1,NA,NA
"039040",14,1,60,42,0.205756,8,NA,NA
"039040",14,2,27,17,0.175468,3,NA,NA
"039040",14,3,22,23,0.178787,1,NA,NA
"039040",14,4,25,23,0.121946,3,NA,NA
"039040",14,5,12,21,0.164183,1,NA,NA
"039040",14,6,24,38,0.208794,5,NA,NA
"039040",15,1,93,56,0.23167,10,NA,NA
"039040",15,2,49,54,0.226297,5,NA,NA
"039040",15,3,45,27,0.264891,4,NA,NA
"039040",15,4,22,30,0.233179,1,NA,NA
"039040",15,5,10,10,0.185156,3,NA,NA
"039040",15,6,23,35,0.185279,1,NA,NA
"039040",16,1,55,40,0.200093,8,NA,NA
"039040",16,2,49,41,0.422973,3,NA,NA
"039040",16,3,17,18,0.317967,1,NA,NA
"039040",16,4,21,23,0.242356,3,NA,NA
"039040",16,5,16,19,0.243396,3,NA,NA
"039040",16,6,22,27,0.242899,3,NA,NA
"041042",1,1,80,28,0.346899,11,NA,NA
"041042",1,2,33,37,0.095604,1,NA,NA
"041042",1,3,23,25,0.320842,1,NA,NA
"041042",1,4,10,11,0.195141,1,NA,NA
"041042",1,5,12,27,0.212132,2,NA,NA
"041042",1,6,10,29,0.2504,1,NA,NA
"041042",2,1,112,86,0.200298,9,NA,NA
"041042",2,2,45,31,0.17923,5,NA,NA
"041042",2,3,19,25,0.126877,1,NA,NA
"041042",2,4,20,18,0.069406,3,NA,NA
"041042",2,5,19,24,0.171476,1,NA,NA
"041042",2,6,16,20,0.280328,3,NA,NA
"041042",3,1,68,55,0.209285,7,NA,NA
"041042",3,2,163,106,0.28659,13,NA,NA
"041042",3,3,34,42,0.171802,3,NA,NA
"041042",3,4,19,14,0.182254,1,NA,NA
"041042",3,5,23,28,0.110085,3,NA,NA
"041042",3,6,23,29,0.348722,1,NA,NA
"041042",4,1,114,58,0.311389,11,NA,NA
"041042",4,2,41,34,0.151286,5,NA,NA
"041042",4,3,13,13,0.149206,1,NA,NA
"041042",4,4,15,11,0.14185,1,NA,NA
"041042",4,5,10,13,0.166185,1,NA,NA
"041042",4,6,16,13,0.156631,1,NA,NA
"041042",5,1,86,62,0.257183,9,NA,NA
"041042",5,2,29,47,0.169211,1,NA,NA
"041042",5,3,27,32,0.1425,1,NA,NA
"041042",5,4,21,25,0.140677,1,NA,NA
"041042",5,5,21,29,0.281063,3,NA,NA
"041042",5,6,17,21,0.034861,1,NA,NA
"041042",6,1,66,31,0.274965,3,NA,NA
"041042",6,2,26,22,0.346336,5,NA,NA
"041042",6,3,12,13,0.203386,1,NA,NA
"041042",6,4,16,19,0.220727,1,NA,NA
"041042",6,5,9,6,0.264574,1,NA,NA
"041042",6,6,12,12,0.157187,1,NA,NA
"041042",7,1,96,69,0.250013,15,NA,NA
"041042",7,2,42,41,0.235921,3,NA,NA
"041042",7,3,29,33,0.190476,5,NA,NA
"041042",7,4,20,26,0.16074,1,NA,NA
"041042",7,5,10,10,0.212826,1,NA,NA
"041042",7,6,10,24,0.239853,1,NA,NA
"041042",8,1,72,82,0.181932,5,NA,NA
"041042",8,2,85,58,0.207056,7,NA,NA
"041042",8,3,51,59,0.191639,3,NA,NA
"041042",8,4,43,29,0.178396,3,NA,NA
"041042",8,5,30,33,0.157169,2,NA,NA
"041042",8,6,31,19,0.240166,3,NA,NA
"041042",9,1,82,31,0.300199,14,NA,NA
"041042",9,2,36,38,0.12678,3,NA,NA
"041042",9,3,44,42,0.210481,7,NA,NA
"041042",9,4,24,34,0.233445,1,NA,NA
"041042",9,5,11,24,0.177929,1,NA,NA
"041042",9,6,11,22,0.280777,1,NA,NA
"041042",10,1,58,45,0.269427,7,NA,NA
"041042",10,2,13,18,0.280527,1,NA,NA
"041042",10,3,11,18,0.224679,1,NA,NA
"041042",10,4,15,31,0.208146,1,NA,NA
"041042",10,5,9,13,0.325582,1,NA,NA
"041042",10,6,14,20,0.338061,1,NA,NA
"041042",11,1,116,18,0.289016,15,NA,NA
"041042",11,2,49,57,0.103061,1,NA,NA
"041042",11,3,51,47,0.105572,7,NA,NA
"041042",11,4,48,59,0.132404,1,NA,NA
"041042",11,5,30,35,0.149383,3,NA,NA
"041042",11,6,19,21,0.200394,1,NA,NA
"041042",12,1,79,48,0.297543,5,NA,NA
"041042",12,2,40,42,0.190649,7,NA,NA
"041042",12,3,17,32,0.082778,1,NA,NA
"041042",12,4,19,36,0.184186,5,NA,NA
"041042",12,5,14,11,0.173368,2,NA,NA
"041042",12,6,16,18,0.206574,1,NA,NA
"041042",13,1,95,47,0.250245,15,NA,NA
"041042",13,2,28,29,0.251402,3,NA,NA
"041042",13,3,60,64,0.222436,15,NA,NA
"041042",13,4,12,16,0.156377,3,NA,NA
"041042",13,5,20,37,0.17521,5,NA,NA
"041042",13,6,9,15,0.121213,1,NA,NA
"041042",14,1,68,43,0.344156,5,NA,NA
"041042",14,2,80,71,0.273337,13,NA,NA
"041042",14,3,30,39,0.142676,1,NA,NA
"041042",14,4,23,45,0.181201,3,NA,NA
"041042",14,5,21,18,0.117394,1,NA,NA
"041042",14,6,17,20,0.276567,1,NA,NA
"041042",15,1,90,60,0.248292,13,NA,NA
"041042",15,2,38,47,0.196277,3,NA,NA
"041042",15,3,29,26,0.178005,3,NA,NA
"041042",15,4,31,50,0.26088,1,NA,NA
"041042",15,5,17,26,0.151393,2,NA,NA
"041042",15,6,22,20,0.14116,1,NA,NA
"041042",16,1,212,144,0.256452,19,NA,NA
"041042",16,2,44,26,0.293069,5,NA,NA
"041042",16,3,37,51,0.141817,3,NA,NA
"041042",16,4,62,51,0.28242,5,NA,NA
"041042",16,5,13,7,0.137917,1,NA,NA
"041042",16,6,13,17,0.231917,1,NA,NA
"043044",1,1,60,34,0.206632,9,NA,NA
"043044",1,2,20,24,0.039714,1,NA,NA
"043044",1,3,38,35,0.177389,3,NA,NA
"043044",1,4,12,9,0.114875,1,NA,NA
"043044",1,5,20,18,0.287324,1,NA,NA
"043044",1,6,11,13,0.053646,1,NA,NA
"043044",2,1,103,66,0.198584,11,NA,NA
"043044",2,2,65,47,0.246579,7,NA,NA
"043044",2,3,25,16,0.100813,1,NA,NA
"043044",2,4,29,24,0.258933,3,NA,NA
"043044",2,5,18,20,0.084211,1,NA,NA
"043044",2,6,19,28,0.107092,1,NA,NA
"043044",3,1,53,38,0.202884,7,NA,NA
"043044",3,2,42,38,0.296473,5,NA,NA
"043044",3,3,7,7,0.287432,1,NA,NA
"043044",3,4,6,11,0.002756,3,NA,NA
"043044",3,5,7,13,0.088964,1,NA,NA
"043044",3,6,5,15,0.056052,1,NA,NA
"043044",4,1,89,53,0.147933,5,NA,NA
"043044",4,2,37,29,0.259489,7,NA,NA
"043044",4,3,29,21,0.141022,5,NA,NA
"043044",4,4,12,12,0.214451,1,NA,NA
"043044",4,5,9,17,0.162896,2,NA,NA
"043044",4,6,8,11,0.181252,1,NA,NA
"043044",5,1,72,49,0.228911,12,NA,NA
"043044",5,2,36,20,0.236023,7,NA,NA
"043044",5,3,14,17,0.321129,1,NA,NA
"043044",5,4,14,16,0.068162,1,NA,NA
"043044",5,5,14,7,0.339799,4,NA,NA
"043044",5,6,10,11,0.048296,1,NA,NA
"043044",6,1,28,29,0.231785,5,NA,NA
"043044",6,2,21,19,0.297157,3,NA,NA
"043044",6,3,13,11,0.234971,1,NA,NA
"043044",6,4,17,25,0.24361,1,NA,NA
"043044",6,5,9,13,0.076834,1,NA,NA
"043044",6,6,11,8,0.086839,1,NA,NA
"043044",7,1,79,51,0.268832,9,NA,NA
"043044",7,2,26,21,0.111554,3,NA,NA
"043044",7,3,15,8,0.164608,2,NA,NA
"043044",7,4,14,15,0.092383,5,NA,NA
"043044",7,5,19,19,0.336272,1,NA,NA
"043044",7,6,16,20,0.133592,1,NA,NA
"043044",8,1,116,69,0.31476,9,NA,NA
"043044",8,2,81,58,0.242434,9,NA,NA
"043044",8,3,30,27,0.125044,1,NA,NA
"043044",8,4,24,18,0.176743,1,NA,NA
"043044",8,5,30,27,0.082163,1,NA,NA
"043044",8,6,20,25,0.169331,1,NA,NA
"043044",9,1,118,82,0.382468,18,NA,NA
"043044",9,2,38,30,0.177974,3,NA,NA
"043044",9,3,30,30,0.371722,7,NA,NA
"043044",9,4,26,36,0.09007,3,NA,NA
"043044",9,5,13,14,0.271296,1,NA,NA
"043044",9,6,15,15,0.053529,1,NA,NA
"043044",10,1,102,61,0.333043,8,NA,NA
"043044",10,2,52,33,0.25238,9,NA,NA
"043044",10,3,17,13,0.152131,5,NA,NA
"043044",10,4,25,20,0.3328,4,NA,NA
"043044",10,5,14,5,0.099539,1,NA,NA
"043044",10,6,27,21,0.236853,1,NA,NA
"043044",11,1,66,41,0.401915,12,NA,NA
"043044",11,2,25,23,0.255395,5,NA,NA
"043044",11,3,23,12,0.09318,3,NA,NA
"043044",11,4,44,33,0.306376,7,NA,NA
"043044",11,5,19,20,0.31169,1,NA,NA
"043044",11,6,19,12,0.086016,1,NA,NA
"043044",12,1,101,66,0.259146,5,NA,NA
"043044",12,2,51,30,0.216696,7,NA,NA
"043044",12,3,28,19,0.236739,5,NA,NA
"043044",12,4,25,33,0.321131,3,NA,NA
"043044",12,5,32,24,0.123928,1,NA,NA
"043044",12,6,14,17,0.19722,1,NA,NA
"043044",13,1,40,41,0.247545,5,NA,NA
"043044",13,2,42,33,0.201582,5,NA,NA
"043044",13,3,22,19,0.123287,3,NA,NA
"043044",13,4,28,26,0.125004,5,NA,NA
"043044",13,5,18,19,0.292589,1,NA,NA
"043044",13,6,17,18,0.095772,1,NA,NA
"043044",14,1,36,49,0.264448,5,NA,NA
"043044",14,2,58,44,0.301562,5,NA,NA
"043044",14,3,25,31,0.117483,2,NA,NA
"043044",14,4,31,7,0.190548,3,NA,NA
"043044",14,5,17,29,0.162252,2,NA,NA
"043044",14,6,15,8,0.287997,3,NA,NA
"043044",15,1,77,50,0.373687,19,NA,NA
"043044",15,2,43,46,0.295989,1,NA,NA
"043044",15,3,47,38,0.158479,5,NA,NA
"043044",15,4,21,30,0.146998,1,NA,NA
"043044",15,5,25,19,0.335961,1,NA,NA
"043044",15,6,27,25,0.137304,1,NA,NA
"043044",16,1,59,43,0.257414,4,NA,NA
"043044",16,2,20,36,0.260479,1,NA,NA
"043044",16,3,23,26,0.181658,4,NA,NA
"043044",16,4,11,13,0.164665,1,NA,NA
"043044",16,5,36,33,0.260127,5,NA,NA
"043044",16,6,12,7,0.046436,3,NA,NA
"045046",1,1,52,44,0.241034,1,NA,NA
"045046",1,2,34,20,0.196672,5,NA,NA
"045046",1,3,29,32,0.114696,1,NA,NA
"045046",1,4,28,25,0.167479,3,NA,NA
"045046",1,5,32,26,0.152025,3,NA,NA
"045046",1,6,22,14,0.248145,3,NA,NA
"045046",2,1,44,28,0.192357,3,NA,NA
"045046",2,2,39,36,0.296742,5,NA,NA
"045046",2,3,74,55,0.272332,11,NA,NA
"045046",2,4,28,18,0.274018,5,NA,NA
"045046",2,5,19,14,0.093433,3,NA,NA
"045046",2,6,27,22,0.285392,5,NA,NA
"045046",3,1,32,22,0.308838,7,NA,NA
"045046",3,2,9,8,0.180708,1,NA,NA
"045046",3,3,11,11,0.320094,2,NA,NA
"045046",3,4,7,9,0.103609,1,NA,NA
"045046",3,5,8,14,0.372773,1,NA,NA
"045046",3,6,6,8,0.052305,1,NA,NA
"045046",4,1,92,60,0.308096,17,NA,NA
"045046",4,2,44,40,0.271419,5,NA,NA
"045046",4,3,33,22,0.158899,3,NA,NA
"045046",4,4,26,31,0.26922,3,NA,NA
"045046",4,5,21,21,0.109923,3,NA,NA
"045046",4,6,22,18,0.056381,1,NA,NA
"045046",5,1,165,111,0.326516,19,NA,NA
"045046",5,2,38,21,0.073823,3,NA,NA
"045046",5,3,28,22,0.235537,1,NA,NA
"045046",5,4,22,22,0.140517,3,NA,NA
"045046",5,5,15,20,0.200675,1,NA,NA
"045046",5,6,13,25,0.243644,1,NA,NA
"045046",6,1,45,28,0.253037,5,NA,NA
"045046",6,2,14,23,0.17867,1,NA,NA
"045046",6,3,13,8,0.184257,1,NA,NA
"045046",6,4,12,10,0.194264,3,NA,NA
"045046",6,5,6,9,0.253362,1,NA,NA
"045046",6,6,6,9,0.191064,1,NA,NA
"045046",7,1,55,38,0.394557,7,NA,NA
"045046",7,2,15,12,0.236108,1,NA,NA
"045046",7,3,25,16,0.284246,1,NA,NA
"045046",7,4,21,15,0.080479,3,NA,NA
"045046",7,5,17,18,0.158727,3,NA,NA
"045046",7,6,16,11,0.128396,3,NA,NA
"045046",8,1,43,40,0.281803,1,NA,NA
"045046",8,2,58,45,0.234441,5,NA,NA
"045046",8,3,48,26,0.30216,4,NA,NA
"045046",8,4,31,28,0.167221,5,NA,NA
"045046",8,5,43,37,0.077665,1,NA,NA
"045046",8,6,16,24,0.251746,1,NA,NA
"045046",9,1,47,50,0.161134,9,NA,NA
"045046",9,2,139,97,0.295463,13,NA,NA
"045046",9,3,45,45,0.272213,5,NA,NA
"045046",9,4,40,40,0.254507,3,NA,NA
"045046",9,5,31,24,0.197208,3,NA,NA
"045046",9,6,24,18,0.233918,3,NA,NA
"045046",10,1,55,45,0.173922,3,NA,NA
"045046",10,2,44,32,0.18382,3,NA,NA
"045046",10,3,34,25,0.214785,1,NA,NA
"045046",10,4,28,41,0.277802,3,NA,NA
"045046",10,5,28,19,0.196635,1,NA,NA
"045046",10,6,41,35,0.268165,5,NA,NA
"045046",11,1,67,35,0.168811,9,NA,NA
"045046",11,2,45,30,0.134783,5,NA,NA
"045046",11,3,19,23,0.096697,3,NA,NA
"045046",11,4,10,17,0.242429,1,NA,NA
"045046",11,5,11,13,0.189171,1,NA,NA
"045046",11,6,8,13,0.202484,1,NA,NA
"045046",12,1,55,41,0.237802,4,NA,NA
"045046",12,2,68,75,0.290142,7,NA,NA
"045046",12,3,37,26,0.230918,3,NA,NA
"045046",12,4,21,18,0.168789,1,NA,NA
"045046",12,5,20,14,0.208023,3,NA,NA
"045046",12,6,21,8,0.258737,1,NA,NA
"045046",13,1,53,44,0.283563,5,NA,NA
"045046",13,2,28,24,0.203281,5,NA,NA
"045046",13,3,26,25,0.051673,1,NA,NA
"045046",13,4,20,15,0.115815,3,NA,NA
"045046",13,5,21,14,0.061075,1,NA,NA
"045046",13,6,17,16,0.120353,3,NA,NA
"045046",14,1,30,25,0.185471,3,NA,NA
"045046",14,2,24,34,0.110458,4,NA,NA
"045046",14,3,24,17,0.28947,3,NA,NA
"045046",14,4,18,18,0.144354,1,NA,NA
"045046",14,5,28,17,0.197848,3,NA,NA
"045046",14,6,13,12,0.13971,1,NA,NA
"045046",15,1,36,23,0.168968,3,NA,NA
"045046",15,2,38,33,0.241902,3,NA,NA
"045046",15,3,17,16,0.060019,3,NA,NA
"045046",15,4,16,29,0.159727,1,NA,NA
"045046",15,5,15,16,0.242035,1,NA,NA
"045046",15,6,13,17,0.02501,3,NA,NA
"045046",16,1,63,47,0.411043,5,NA,NA
"045046",16,2,70,48,0.195545,7,NA,NA
"045046",16,3,45,31,0.232251,5,NA,NA
"045046",16,4,40,52,0.133012,5,NA,NA
"045046",16,5,40,39,0.194998,3,NA,NA
"045046",16,6,52,50,0.225642,7,NA,NA
"047048",1,1,40,25,0.099708,5,NA,NA
"047048",1,2,8,14,0.048323,1,NA,NA
"047048",1,3,6,13,0.309562,1,NA,NA
"047048",1,4,4,6,0.195787,1,NA,NA
"047048",1,5,5,15,0.037347,1,NA,NA
"047048",1,6,3,19,0.113427,1,NA,NA
"047048",2,1,23,23,0.106923,7,NA,NA
"047048",2,2,59,71,0.19603,11,NA,NA
"047048",2,3,23,33,0.076107,3,NA,NA
"047048",2,4,8,26,0.186304,1,NA,NA
"047048",2,5,7,12,0.087472,1,NA,NA
"047048",2,6,6,18,0.031015,1,NA,NA
"047048",3,1,16,18,0.103115,3,NA,NA
"047048",3,2,7,17,0.013922,1,NA,NA
"047048",3,3,6,19,0.067914,1,NA,NA
"047048",3,4,6,11,0.24467,1,NA,NA
"047048",3,5,9,13,0.238813,1,NA,NA
"047048",3,6,5,22,0.222669,1,NA,NA
"047048",4,1,75,56,0.256034,17,NA,NA
"047048",4,2,44,31,0.557518,5,NA,NA
"047048",4,3,9,11,0.060303,1,NA,NA
"047048",4,4,21,28,0.1957,3,NA,NA
"047048",4,5,6,14,0.042015,2,NA,NA
"047048",4,6,7,17,0.083938,1,NA,NA
"047048",5,1,91,67,0.29668,15,NA,NA
"047048",5,2,14,29,0.067878,1,NA,NA
"047048",5,3,24,24,0.07211,2,NA,NA
"047048",5,4,10,18,0.112475,1,NA,NA
"047048",5,5,20,34,0.269796,5,NA,NA
"047048",5,6,9,24,0.115976,1,NA,NA
"047048",6,1,48,41,0.088074,7,NA,NA
"047048",6,2,24,22,0.070101,7,NA,NA
"047048",6,3,37,42,0.177775,4,NA,NA
"047048",6,4,8,9,0.218707,1,NA,NA
"047048",6,5,6,19,0.021948,1,NA,NA
"047048",6,6,8,7,0.20107,1,NA,NA
"047048",7,1,38,36,0.184177,7,NA,NA
"047048",7,2,21,18,0.080534,3,NA,NA
"047048",7,3,13,15,0.280083,3,NA,NA
"047048",7,4,13,32,0.049886,1,NA,NA
"047048",7,5,10,18,0.035549,1,NA,NA
