"director","trial","target","pair","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions"
"B","4.9_ref",2,"053054",4,7,27,13,4,0.134511,0.068362,3
"B","4.9_ref",2,"055056",4,4,13,7,10,0,0.115572,3
"B","4.9_ref",2,"057058",4,4,13,12,12,0.109134,0.104797,7
"B","4.9_ref",2,"063064",4,4,30,11,22,0.092663,0.084135,1
"B","4.9_ref",2,"065066",4,6,16,14,12,0.162002,0.073304,5
"B","4.9_ref",2,"067068",4,4,18,4,12,0,0.106731,1
"B","4.9_ref",2,"069070",4,5,14,3,14,0.067333,0.189239,1
"B","4.9_ref",2,"075076",4,4,7,1,9,0.205897,0.077333,3
"B","4.9_ref",2,"077078",4,3,12,6,11,0.072336,0.046237,1
"B","4.9_ref",2,"081082",4,5,17,7,15,0,0.089065,3
"B","4.9_ref",2,"099100",4,7,12,9,6,0.095608,0.131705,1
"B","4.9_ref",2,"101102",4,1,8,10,12,0.005708,0,1
"B","4.9_ref",2,"107108",4,9,20,12,18,0.153886,0.116641,4
"B","4.9_ref",2,"109110",4,3,14,9,14,0.102178,0.185106,5
"B","4.9_ref",2,"119120",4,7,15,11,8,0.07025,0.129757,3
"B","4.9_ref",2,"121122",4,7,11,3,8,0.04263,0.185202,1
"B","4.9_ref",2,"123124",4,3,14,2,8,0,0.101481,1
"B","4.9_ref",2,"131132",4,16,20,16,16,0.151409,0.150067,11
"B","4.9_ref",2,"135136",4,5,16,10,15,0.12948,0.168189,1
"B","4.9_ref",2,"141142",4,13,17,19,19,0.106344,0.115456,3
"B","4.9_ref",2,"143144",4,5,15,4,1,0.080613,0.088616,3
"B","4.9_ref",2,"145146",4,7,13,1,9,0.152546,0.074796,5
"B","5.1_ref",7,"003004",5,5,16,5,10,0.102448,0.169348,3
"B","5.1_ref",7,"005006",5,3,6,9,13,0,0.032212,1
"B","5.1_ref",7,"007008",5,8,9,12,9,0.142376,0.072571,5
"B","5.1_ref",7,"009010",5,4,25,19,14,0.127505,0.192507,1
"B","5.1_ref",7,"013014",5,13,6,8,9,0.101122,0.119872,1
"B","5.1_ref",7,"015016",5,2,3,7,2,0,0.123344,3
"B","5.1_ref",7,"017018",5,8,18,6,14,0.063351,0.067653,1
"B","5.1_ref",7,"019020",5,6,10,8,3,0.060957,0.111185,1
"B","5.1_ref",7,"021022",5,10,36,9,14,0,0.091244,1
"B","5.1_ref",7,"025026",5,3,4,7,8,0.013457,0.009019,1
"B","5.1_ref",7,"027028",5,5,5,10,7,0,0.085035,1
"B","5.1_ref",7,"035036",5,6,10,3,15,0,0.066902,1
"B","5.1_ref",7,"037038",5,3,11,7,7,0.009274,0,1
"B","5.1_ref",7,"039040",5,3,7,6,7,0.034253,0.047037,3
"B","5.1_ref",7,"041042",5,5,5,3,7,0.10504,0.107786,1
"B","5.1_ref",7,"043044",5,8,11,12,7,0.130161,0.206111,1
"B","5.1_ref",7,"045046",5,7,10,11,7,0.07787,0.080857,3
"B","5.1_ref",7,"047048",5,3,7,9,9,0.035549,0,1
"B","5.1_ref",7,"049050",5,4,17,5,14,0.097696,0.111629,1
"B","5.1_ref",7,"051052",5,7,14,15,8,0.096726,0.046951,3
"B","5.1_ref",7,"053054",5,4,4,5,1,0.113228,0.035048,1
"B","5.1_ref",7,"055056",5,25,35,19,15,0.151138,0.112392,12
"B","5.1_ref",7,"057058",5,7,11,3,10,0.086523,0.11511,5
"B","5.1_ref",7,"063064",5,1,21,9,11,0.032761,0.083089,1
"B","5.1_ref",7,"065066",5,4,10,4,11,0.03838,0.041746,3
"B","5.1_ref",7,"067068",5,25,35,24,9,0.155051,0.213486,5
"B","5.1_ref",7,"069070",5,7,6,2,11,0.094159,0.155947,1
"B","5.1_ref",7,"075076",5,5,9,5,6,0.202304,0.096654,5
"B","5.1_ref",7,"077078",5,7,8,6,10,0.077486,0.036649,1
"B","5.1_ref",7,"081082",5,1,7,7,13,0,0.033729,3
"B","5.1_ref",7,"099100",5,7,6,8,1,0.004204,0.090007,1
"B","5.1_ref",7,"101102",5,1,13,4,12,0,0.069067,4
"B","5.1_ref",7,"107108",5,9,9,15,14,0.189157,0.114536,5
"B","5.1_ref",7,"109110",5,2,10,7,10,0.047359,0.050112,1
"B","5.1_ref",7,"119120",5,3,8,5,13,0.309476,0.082549,4
"B","5.1_ref",7,"121122",5,9,3,7,8,0.068428,0.08624,1
"B","5.1_ref",7,"123124",5,1,16,18,17,0.004649,0.081202,1
"B","5.1_ref",7,"131132",5,5,15,6,8,0.159285,0.125776,1
"B","5.1_ref",7,"135136",5,12,6,7,10,0.167058,0.09816,1
"B","5.1_ref",7,"141142",5,4,12,16,11,0,0.158438,1
"B","5.1_ref",7,"143144",5,8,5,8,5,0.00848,0.125457,1
"B","5.1_ref",7,"145146",5,5,13,6,4,0.064762,0.122532,1
"B","5.11_ref",15,"003004",5,7,13,7,4,0.121936,0.099236,4
"B","5.11_ref",15,"005006",5,2,10,11,15,0.04646,0.037482,1
"B","5.11_ref",15,"007008",5,1,10,12,10,0,0.069413,1
"B","5.11_ref",15,"009010",5,3,10,14,3,0.051703,0.085312,1
"B","5.11_ref",15,"013014",5,11,11,18,9,0.1092,0.196545,3
"B","5.11_ref",15,"015016",5,24,25,21,18,0.221622,0.198779,3
"B","5.11_ref",15,"017018",5,5,17,1,5,0.166301,0.083912,1
"B","5.11_ref",15,"019020",5,7,14,9,5,0.088986,0.076395,4
"B","5.11_ref",15,"021022",5,7,15,10,9,0.08412,0.105646,3
"B","5.11_ref",15,"025026",5,5,10,6,11,0.08652,0.052709,1
"B","5.11_ref",15,"027028",5,2,4,5,11,0.017901,0.062851,1
"B","5.11_ref",15,"035036",5,5,9,14,17,0.065322,0.115577,1
"B","5.11_ref",15,"037038",5,5,14,7,3,0.021773,0,1
"B","5.11_ref",15,"039040",5,3,7,6,4,0.09007,0.095086,3
"B","5.11_ref",15,"041042",5,6,11,16,10,0.111425,0.039968,2
"B","5.11_ref",15,"043044",5,6,19,12,7,0.200865,0.135096,1
"B","5.11_ref",15,"045046",5,11,4,11,5,0.138183,0.103852,1
"B","5.11_ref",15,"047048",5,6,8,6,7,0.23252,0.159208,3
"B","5.11_ref",15,"049050",5,7,20,8,8,0.196218,0.10621,3
"B","5.11_ref",15,"051052",5,5,28,21,13,0.118228,0.047617,3
"B","5.11_ref",15,"053054",5,4,21,11,7,0.209511,0.056537,1
"B","5.11_ref",15,"055056",5,8,21,10,11,0,0.074402,1
"B","5.11_ref",15,"057058",5,13,19,5,14,0.070331,0.197077,8
"B","5.11_ref",15,"063064",5,3,26,7,12,0.01623,0.095734,1
"B","5.11_ref",15,"065066",5,4,5,4,8,0.192842,0.030454,1
"B","5.11_ref",15,"067068",5,1,7,4,3,0.020402,0.080079,1
"B","5.11_ref",15,"069070",5,5,23,5,21,0.108707,0.13277,4
"B","5.11_ref",15,"075076",5,5,19,7,10,0.151772,0.088898,1
"B","5.11_ref",15,"077078",5,5,6,10,13,0.068608,0.031193,1
"B","5.11_ref",15,"081082",5,3,9,11,17,0,0.061356,1
"B","5.11_ref",15,"099100",5,8,7,11,3,0.127594,0.060756,1
"B","5.11_ref",15,"101102",5,3,8,7,11,0.074942,0,1
"B","5.11_ref",15,"107108",5,5,17,4,14,0.033813,0.09164,5
"B","5.11_ref",15,"109110",5,3,10,11,12,0,0.137414,2
"B","5.11_ref",15,"119120",5,9,10,13,21,0.14226,0.086195,3
"B","5.11_ref",15,"121122",5,7,7,8,10,0.147018,0.082224,1
"B","5.11_ref",15,"123124",5,11,27,20,23,0.162315,0.08881,6
"B","5.11_ref",15,"131132",5,3,6,6,10,0.116854,0.179681,1
"B","5.11_ref",15,"135136",5,5,11,14,12,0.111578,0.1222,3
"B","5.11_ref",15,"141142",5,7,33,13,23,0.094931,0.156137,2
"B","5.11_ref",15,"143144",5,7,9,5,9,0.059507,0.122055,1
"B","5.11_ref",15,"145146",5,14,12,15,13,0.090294,0.09765,1
"B","5.13_ref",5,"003004",5,6,6,7,13,0.002832,0.071842,1
"B","5.13_ref",5,"005006",5,2,10,10,9,0,0.053987,1
"B","5.13_ref",5,"007008",5,1,14,6,16,0,0.097985,2
"B","5.13_ref",5,"009010",5,4,18,10,2,0,0.034847,1
"B","5.13_ref",5,"013014",5,7,22,16,13,0.146506,0.160686,4
"B","5.13_ref",5,"015016",5,11,3,15,4,0.124509,0.0931,1
"B","5.13_ref",5,"017018",5,8,19,7,12,0.071836,0.10684,1
"B","5.13_ref",5,"019020",5,5,12,3,9,0.046524,0.073317,1
"B","5.13_ref",5,"021022",5,5,34,5,17,0.097124,0.079016,3
"B","5.13_ref",5,"025026",5,6,6,11,10,0.015136,0.026903,1
"B","5.13_ref",5,"027028",5,1,6,6,9,0.036467,0.071294,1
"B","5.13_ref",5,"035036",5,5,6,12,12,0.030445,0.158276,1
"B","5.13_ref",5,"037038",5,9,9,7,6,0.065751,0.058746,1
"B","5.13_ref",5,"039040",5,5,14,6,10,0.049747,0.119718,1
"B","5.13_ref",5,"041042",5,9,12,15,14,0.1866,0.094463,3
"B","5.13_ref",5,"043044",5,9,5,2,5,0.219867,0.119932,4
"B","5.13_ref",5,"045046",5,9,6,8,12,0.133554,0.067121,1
"B","5.13_ref",5,"047048",5,9,11,24,10,0.141853,0.127943,5
"B","5.13_ref",5,"049050",5,7,7,7,9,0.128009,0.187471,1
"B","5.13_ref",5,"051052",5,11,23,22,14,0.115157,0.057897,1
"B","5.13_ref",5,"053054",5,6,12,13,2,0.182604,0.044686,1
"B","5.13_ref",5,"055056",5,5,3,14,15,0,0.070334,1
"B","5.13_ref",5,"057058",5,19,27,11,21,0.125379,0.156506,9
"B","5.13_ref",5,"063064",5,6,8,8,6,0.105281,0.106472,1
"B","5.13_ref",5,"065066",5,5,15,4,13,0.05615,0.051258,5
"B","5.13_ref",5,"067068",5,2,19,10,12,0.085002,0.150501,2
"B","5.13_ref",5,"069070",5,7,15,4,11,0.088862,0.178001,3
"B","5.13_ref",5,"075076",5,7,5,4,5,0.225362,0.073337,1
"B","5.13_ref",5,"077078",5,9,12,12,9,0.066371,0.049772,3
"B","5.13_ref",5,"081082",5,6,13,10,4,0,0.083494,3
"B","5.13_ref",5,"099100",5,9,8,19,7,0.011373,0.074769,1
"B","5.13_ref",5,"101102",5,2,9,9,10,0.029567,0,1
"B","5.13_ref",5,"107108",5,8,15,6,17,0.127012,0.102975,6
"B","5.13_ref",5,"109110",5,2,10,12,18,0.035727,0.051916,1
"B","5.13_ref",5,"119120",5,17,37,24,37,0.087649,0.11251,9
"B","5.13_ref",5,"121122",5,8,3,2,9,0.149739,0.0327,1
"B","5.13_ref",5,"123124",5,12,18,11,10,0.043635,0.082851,5
"B","5.13_ref",5,"131132",5,11,17,13,15,0.13743,0.136038,3
"B","5.13_ref",5,"135136",5,12,10,11,19,0.057454,0.171348,3
"B","5.13_ref",5,"141142",5,20,23,24,48,0.058746,0.182316,8
"B","5.13_ref",5,"143144",5,5,5,11,2,0,0.093097,1
"B","5.13_ref",5,"145146",5,6,4,6,5,0.004888,0.057276,2
"B","5.15_ref",3,"003004",5,10,9,10,10,0.114062,0.13073,3
"B","5.15_ref",3,"005006",5,1,13,6,11,0.05761,0.06654,1
"B","5.15_ref",3,"007008",5,1,5,10,8,0,0.091213,2
"B","5.15_ref",3,"009010",5,4,9,11,7,0.006451,0.071428,1
"B","5.15_ref",3,"013014",5,6,7,16,11,0.28821,0.099991,2
"B","5.15_ref",3,"015016",5,6,8,6,6,0.190295,0.217347,3
"B","5.15_ref",3,"017018",5,4,15,4,13,0.095084,0.116179,1
"B","5.15_ref",3,"019020",5,20,14,27,13,0.004865,0.047121,3
"B","5.15_ref",3,"021022",5,5,7,11,10,0,0.037096,3
"B","5.15_ref",3,"025026",5,5,8,10,13,0,0.048595,1
"B","5.15_ref",3,"027028",5,2,3,7,11,0,0.065021,1
"B","5.15_ref",3,"035036",5,5,5,9,14,0.077316,0.171973,1
"B","5.15_ref",3,"037038",5,13,5,12,11,0.052496,0.04604,1
"B","5.15_ref",3,"039040",5,3,13,9,15,0.102836,0.050126,1
"B","5.15_ref",3,"041042",5,10,13,11,17,0.042253,0.067832,3
"B","5.15_ref",3,"043044",5,5,2,5,8,0.070344,0.01862,1
"B","5.15_ref",3,"045046",5,5,3,8,6,0.296167,0.076606,1
"B","5.15_ref",3,"047048",5,5,4,7,6,0.230641,0.008172,1
"B","5.15_ref",3,"049050",5,0,0,5,15,0.173251,0.113099,2
"B","5.15_ref",3,"051052",5,2,3,7,4,0.120168,0.116905,1
"B","5.15_ref",3,"053054",5,11,9,8,4,0.115576,0.03788,3
"B","5.15_ref",3,"055056",5,7,3,7,5,0,0.108357,1
"B","5.15_ref",3,"057058",5,3,8,5,5,0.122369,0.126595,1
"B","5.15_ref",3,"063064",5,3,7,12,8,0.044418,0.080744,1
"B","5.15_ref",3,"065066",5,8,7,6,10,0.115594,0.032944,1
"B","5.15_ref",3,"067068",5,2,6,8,12,0.174692,0.200122,1
"B","5.15_ref",3,"069070",5,6,10,2,12,0.135637,0.182296,1
"B","5.15_ref",3,"075076",5,2,4,4,5,0.143758,0.098119,1
"B","5.15_ref",3,"077078",5,3,6,11,7,0.075934,0.075394,1
"B","5.15_ref",3,"081082",5,1,7,3,6,0,0.059888,1
"B","5.15_ref",3,"099100",5,8,4,11,5,0.054315,0.148522,1
"B","5.15_ref",3,"101102",5,4,4,4,7,0.012539,0,1
"B","5.15_ref",3,"107108",5,17,21,14,22,0.104194,0.128103,2
"B","5.15_ref",3,"109110",5,4,6,19,17,0.080974,0.18623,1
"B","5.15_ref",3,"119120",5,4,9,3,11,0.101019,0.098257,3
"B","5.15_ref",3,"121122",5,6,6,9,10,0.200449,0.16357,1
"B","5.15_ref",3,"123124",5,3,11,12,10,0,0.074514,3
"B","5.15_ref",3,"131132",5,4,5,3,6,0.136068,0.167935,2
"B","5.15_ref",3,"135136",5,4,11,7,6,0.057428,0.113751,1
"B","5.15_ref",3,"141142",5,9,16,11,13,0.010837,0.111824,3
"B","5.15_ref",3,"143144",5,2,3,6,6,0.066098,0.121287,1
"B","5.15_ref",3,"145146",5,8,5,5,8,0.18257,0.111836,1
"B","5.3_ref",11,"003004",5,5,10,3,11,0.010948,0.185716,3
"B","5.3_ref",11,"005006",5,2,16,3,14,0,0.05189,1
"B","5.3_ref",11,"007008",5,3,19,12,15,0,0.097026,3
"B","5.3_ref",11,"009010",5,3,19,8,17,0.022019,0.116228,1
"B","5.3_ref",11,"013014",5,3,12,2,8,0.162801,0.117712,1
"B","5.3_ref",11,"015016",5,11,25,25,16,0,0.111736,7
"B","5.3_ref",11,"017018",5,5,7,4,10,0.178402,0.040967,1
"B","5.3_ref",11,"019020",5,4,11,2,2,0.078528,0.076548,4
"B","5.3_ref",11,"021022",5,7,23,9,15,0.125803,0.165033,3
"B","5.3_ref",11,"025026",5,2,14,12,14,0.002651,0.059359,1
"B","5.3_ref",11,"027028",5,36,42,28,49,0.100704,0.191357,14
"B","5.3_ref",11,"035036",5,5,3,4,9,0.029367,0.156134,1
"B","5.3_ref",11,"037038",5,8,24,4,11,0.03421,0,3
"B","5.3_ref",11,"039040",5,13,13,14,6,0.093043,0.070223,3
"B","5.3_ref",11,"041042",5,23,7,20,15,0.067735,0.081648,3
"B","5.3_ref",11,"043044",5,9,10,12,8,0.237153,0.074537,1
"B","5.3_ref",11,"045046",5,6,5,6,7,0.088319,0.100852,1
"B","5.3_ref",11,"047048",5,10,13,16,8,0.092077,0,5
"B","5.3_ref",11,"049050",5,8,40,27,4,0.093895,0.170776,3
"B","5.3_ref",11,"051052",5,7,19,17,12,0.185229,0.036877,3
"B","5.3_ref",11,"053054",5,43,54,63,14,0.087254,0.060496,9
"B","5.3_ref",11,"055056",5,11,27,20,15,0,0.101498,1
"B","5.3_ref",11,"057058",5,5,12,5,12,0.090218,0.104264,6
"B","5.3_ref",11,"063064",5,2,29,11,15,0.046276,0.107062,5
"B","5.3_ref",11,"065066",5,3,18,10,14,0.194069,0.048552,3
"B","5.3_ref",11,"067068",5,2,18,15,7,0.007511,0.159859,1
"B","5.3_ref",11,"069070",5,5,19,2,14,0.07312,0.114053,3
"B","5.3_ref",11,"075076",5,3,11,1,7,0.16589,0.066659,1
"B","5.3_ref",11,"077078",5,6,16,3,11,0.062285,0.127584,3
"B","5.3_ref",11,"081082",5,4,15,4,8,0,0.068671,3
"B","5.3_ref",11,"099100",5,8,14,11,3,0.092875,0.059966,3
"B","5.3_ref",11,"101102",5,4,23,18,15,0.100239,0.085645,1
"B","5.3_ref",11,"107108",5,7,13,9,11,0.116133,0.093457,3
"B","5.3_ref",11,"109110",5,5,11,12,13,0.06715,0.137921,1
"B","5.3_ref",11,"119120",5,6,14,8,17,0.086016,0.091273,3
"B","5.3_ref",11,"121122",5,6,8,4,9,0.166737,0.067985,4
"B","5.3_ref",11,"123124",5,1,14,12,8,0,0.080739,3
"B","5.3_ref",11,"131132",5,3,11,9,7,0.053367,0.101628,1
"B","5.3_ref",11,"135136",5,15,16,14,11,0.13865,0.173059,3
"B","5.3_ref",11,"141142",5,7,25,16,14,0,0.139668,2
"B","5.3_ref",11,"143144",5,10,26,8,15,0.034275,0.059437,1
"B","5.3_ref",11,"145146",5,5,6,6,10,0.158482,0.089155,1
"B","5.5_ref",9,"003004",5,51,48,35,21,0.165071,0.124952,13
"B","5.5_ref",9,"005006",5,16,49,12,28,0.042239,0.095896,5
"B","5.5_ref",9,"007008",5,1,16,20,14,0,0.140748,1
"B","5.5_ref",9,"009010",5,3,17,12,14,0,0.107784,1
"B","5.5_ref",9,"013014",5,6,15,13,16,0.179759,0.184165,4
"B","5.5_ref",9,"015016",5,11,7,14,3,0.087284,0.111873,3
"B","5.5_ref",9,"017018",5,9,28,2,8,0.17843,0.113109,1
"B","5.5_ref",9,"019020",5,6,14,8,1,0,0.098832,3
"B","5.5_ref",9,"021022",5,8,53,7,30,0.081043,0.111751,4
"B","5.5_ref",9,"025026",5,3,15,10,9,0.023685,0.040327,1
"B","5.5_ref",9,"027028",5,3,3,6,5,0.028078,0.062181,1
"B","5.5_ref",9,"035036",5,4,8,9,15,0.117069,0.069672,1
"B","5.5_ref",9,"037038",5,4,4,5,3,0.059985,0,1
"B","5.5_ref",9,"039040",5,11,15,18,15,0.163791,0.090337,3
"B","5.5_ref",9,"041042",5,7,4,9,15,0.156688,0.021241,1
"B","5.5_ref",9,"043044",5,6,7,8,6,0.222879,0.048417,1
"B","5.5_ref",9,"045046",5,8,23,3,21,0.128168,0.06904,3
"B","5.5_ref",9,"047048",5,11,6,12,6,0.19721,0,4
"B","5.5_ref",9,"049050",5,14,43,16,30,0.189122,0.125572,3
"B","5.5_ref",9,"051052",5,12,28,17,12,0.00329,0.063102,3
"B","5.5_ref",9,"053054",5,16,9,12,9,0.219664,0.05565,3
"B","5.5_ref",9,"055056",5,9,11,9,1,0.224026,0.27308,3
"B","5.5_ref",9,"057058",5,13,22,6,14,0.218357,0.147231,7
"B","5.5_ref",9,"063064",5,6,33,11,16,0.120909,0.120874,5
"B","5.5_ref",9,"065066",5,4,18,6,11,0.141465,0.068916,3
"B","5.5_ref",9,"067068",5,3,7,12,14,0.119475,0.105905,2
"B","5.5_ref",9,"069070",5,10,16,2,16,0.062158,0.128772,1
"B","5.5_ref",9,"075076",5,9,24,6,5,0.170905,0.091718,3
"B","5.5_ref",9,"077078",5,3,39,13,27,0.074145,0.077139,3
"B","5.5_ref",9,"081082",5,6,20,8,12,0,0.139064,3
"B","5.5_ref",9,"099100",5,6,18,12,4,0.073076,0.074884,1
"B","5.5_ref",9,"101102",5,3,14,8,16,0.0734,0.086614,1
"B","5.5_ref",9,"107108",5,3,10,11,11,0.055256,0.080442,5
"B","5.5_ref",9,"109110",5,2,3,16,14,0.104844,0.115005,1
"B","5.5_ref",9,"119120",5,8,11,13,16,0.0942,0.101844,7
"B","5.5_ref",9,"121122",5,5,3,5,12,0.165205,0.049807,1
"B","5.5_ref",9,"123124",5,1,15,13,13,0,0.060284,1
"B","5.5_ref",9,"131132",5,18,17,9,23,0.139413,0.233275,5
"B","5.5_ref",9,"135136",5,25,22,30,27,0.126371,0.191651,10
"B","5.5_ref",9,"141142",5,39,27,22,33,0.181564,0.266419,9
"B","5.5_ref",9,"143144",5,8,5,6,11,0.064844,0.08319,1
"B","5.5_ref",9,"145146",5,4,16,7,7,0.097272,0.079225,1
"B","5.7_ref",13,"003004",5,5,5,4,0,0.121875,0.225352,1
"B","5.7_ref",13,"005006",5,2,7,8,7,0,0.051885,1
"B","5.7_ref",13,"007008",5,2,15,8,11,0,0.070846,2
"B","5.7_ref",13,"009010",5,2,5,3,8,0.034277,0.31516,1
"B","5.7_ref",13,"013014",5,7,10,7,7,0.091355,0.110259,3
"B","5.7_ref",13,"015016",5,7,18,12,13,0.062679,0.103023,5
"B","5.7_ref",13,"017018",5,6,8,5,5,0.201504,0.067774,1
"B","5.7_ref",13,"019020",5,4,16,3,5,0,0.05292,4
"B","5.7_ref",13,"021022",5,15,39,9,31,0.128589,0.088302,3
"B","5.7_ref",13,"025026",5,2,8,6,9,0,0.062126,1
"B","5.7_ref",13,"027028",5,3,5,10,6,0.00813,0.058708,1
"B","5.7_ref",13,"035036",5,9,1,3,3,0.054453,0.123633,1
"B","5.7_ref",13,"037038",5,3,10,7,8,0.063694,0,3
"B","5.7_ref",13,"039040",5,5,8,7,10,0.088034,0.137614,1
"B","5.7_ref",13,"041042",5,8,12,19,18,0.143145,0.032065,5
"B","5.7_ref",13,"043044",5,7,11,10,9,0.20494,0.087649,1
"B","5.7_ref",13,"045046",5,3,18,2,12,0,0.061075,1
"B","5.7_ref",13,"047048",5,8,10,8,8,0.237628,0.140918,3
"B","5.7_ref",13,"049050",5,6,18,13,17,0.165262,0.143286,1
"B","5.7_ref",13,"051052",5,12,18,13,12,0.104049,0.04384,3
"B","5.7_ref",13,"053054",5,8,16,7,5,0.177913,0.052007,3
"B","5.7_ref",13,"055056",5,8,6,8,13,0,0.007777,1
"B","5.7_ref",13,"057058",5,9,12,9,9,0.131032,0.187875,3
"B","5.7_ref",13,"063064",5,3,7,8,6,0.176088,0.100548,1
"B","5.7_ref",13,"065066",5,6,13,5,14,0.168233,0.042962,3
"B","5.7_ref",13,"067068",5,3,6,5,7,0.056002,0.097398,1
"B","5.7_ref",13,"069070",5,10,17,3,14,0.06304,0.122647,5
"B","5.7_ref",13,"075076",5,4,18,3,9,0.208604,0.104237,1
"B","5.7_ref",13,"077078",5,4,3,4,2,0.136309,0.117511,1
"B","5.7_ref",13,"081082",5,1,9,7,10,0,0.095199,1
"B","5.7_ref",13,"099100",5,7,9,5,2,0.09111,0.128706,1
"B","5.7_ref",13,"101102",5,2,7,3,6,0.041909,0,3
"B","5.7_ref",13,"107108",5,4,13,7,14,0.065701,0.063315,3
"B","5.7_ref",13,"109110",5,2,3,7,11,0,0.082361,1
"B","5.7_ref",13,"119120",5,11,17,9,15,0.089822,0.107077,5
"B","5.7_ref",13,"121122",5,3,5,3,7,0.079531,0.062846,2
"B","5.7_ref",13,"123124",5,5,4,8,6,0.011624,0.117647,1
"B","5.7_ref",13,"131132",5,3,6,4,7,0.003635,0.107328,1
"B","5.7_ref",13,"135136",5,7,6,7,9,0.166962,0.092651,1
"B","5.7_ref",13,"141142",5,5,9,9,8,0.142151,0.137724,2
"B","5.7_ref",13,"143144",5,9,3,7,10,0.086544,0.188548,1
"B","5.7_ref",13,"145146",5,12,19,12,16,0.212351,0.130143,3
"B","5.9_ref",1,"003004",5,4,14,2,8,0.019531,0.135745,2
"B","5.9_ref",1,"005006",5,8,17,8,14,0.030053,0.062101,1
"B","5.9_ref",1,"007008",5,6,21,22,18,0.046424,0.069031,5
"B","5.9_ref",1,"009010",5,1,10,9,16,0.020941,0.270642,1
"B","5.9_ref",1,"013014",5,6,6,10,3,0.165159,0.101958,2
"B","5.9_ref",1,"015016",5,5,5,7,7,0.035927,0.092192,1
"B","5.9_ref",1,"017018",5,5,26,4,16,0.158211,0.091351,1
"B","5.9_ref",1,"019020",5,6,14,21,3,0.04564,0.065349,1
"B","5.9_ref",1,"021022",5,8,19,12,21,0.103194,0.078744,1
"B","5.9_ref",1,"025026",5,7,21,16,15,0.051705,0.060274,2
"B","5.9_ref",1,"027028",5,4,9,12,12,0.104248,0.114663,3
"B","5.9_ref",1,"035036",5,8,4,3,5,0.021623,0.232649,1
"B","5.9_ref",1,"037038",5,8,16,4,7,0.012044,0,3
"B","5.9_ref",1,"039040",5,2,14,9,7,0.032444,0.066137,1
"B","5.9_ref",1,"041042",5,7,5,18,9,0.165608,0.046524,2
"B","5.9_ref",1,"043044",5,4,16,11,7,0.156928,0.130396,1
"B","5.9_ref",1,"045046",5,10,22,9,17,0.098432,0.053593,3
"B","5.9_ref",1,"047048",5,3,2,8,7,0.029148,0.008199,1
"B","5.9_ref",1,"049050",5,7,6,8,13,0.110046,0.048177,1
"B","5.9_ref",1,"051052",5,10,27,14,10,0.144057,0.062287,5
"B","5.9_ref",1,"053054",5,5,19,7,2,0.104956,0.068569,5
"B","5.9_ref",1,"055056",5,7,14,13,10,0,0.100576,3
"B","5.9_ref",1,"057058",5,11,21,8,11,0.125254,0.139469,10
"B","5.9_ref",1,"063064",5,7,39,13,14,0.129672,0.10304,3
"B","5.9_ref",1,"065066",5,7,11,10,14,0.134573,0.060981,3
"B","5.9_ref",1,"067068",5,1,14,11,10,0.0425,0.101281,1
"B","5.9_ref",1,"069070",5,4,21,2,15,0.063141,0.371797,1
"B","5.9_ref",1,"075076",5,6,25,2,19,0.204059,0.097045,3
"B","5.9_ref",1,"077078",5,6,14,8,18,0.13874,0.107107,3
"B","5.9_ref",1,"081082",5,4,12,4,8,0,0.059113,2
"B","5.9_ref",1,"099100",5,6,6,7,3,0.05611,0.08768,1
"B","5.9_ref",1,"101102",5,1,4,14,13,0,0,1
"B","5.9_ref",1,"107108",5,5,9,4,11,0.079955,0.065735,2
"B","5.9_ref",1,"109110",5,7,14,12,9,0.079815,0.141723,4
"B","5.9_ref",1,"119120",5,6,13,4,17,0.063102,0.109741,6
"B","5.9_ref",1,"121122",5,4,7,6,4,0.106899,0.131879,1
"B","5.9_ref",1,"123124",5,8,20,14,13,0.11527,0.080331,3
"B","5.9_ref",1,"131132",5,9,12,11,9,0.19428,0.19719,3
"B","5.9_ref",1,"135136",5,10,12,10,11,0.111397,0.088761,1
"B","5.9_ref",1,"141142",5,9,17,8,11,0.117132,0.209333,2
"B","5.9_ref",1,"143144",5,7,7,3,17,0.073145,0.079397,1
"B","5.9_ref",1,"145146",5,7,15,3,4,0.106576,0.123632,1
"B","6.1_ref",10,"003004",6,4,18,3,3,0,0.137796,1
"B","6.1_ref",10,"005006",6,2,10,9,15,0,0.04446,1
"B","6.1_ref",10,"007008",6,9,10,11,3,0.115301,0.063016,2
"B","6.1_ref",10,"009010",6,1,7,9,5,0.025983,0.148084,1
"B","6.1_ref",10,"013014",6,19,28,21,13,0.185322,0.137726,6
"B","6.1_ref",10,"015016",6,13,15,13,11,0.132737,0.149419,3
"B","6.1_ref",10,"017018",6,6,23,6,4,0.053287,0.078612,1
"B","6.1_ref",10,"019020",6,9,8,5,7,0.005863,0.057109,1
"B","6.1_ref",10,"021022",6,21,44,9,51,0.150689,0.05907,5
"B","6.1_ref",10,"025026",6,14,12,21,17,0.104838,0.081244,3
"B","6.1_ref",10,"027028",6,4,6,5,12,0.061785,0.060249,1
"B","6.1_ref",10,"035036",6,4,2,3,3,0.052408,0.148098,1
"B","6.1_ref",10,"037038",6,3,23,3,16,0.041897,0,1
"B","6.1_ref",10,"039040",6,10,14,23,26,0.037891,0.095473,4
